k1	pc	pwkvn_gloss	indep_hits	mw_body_mention
Izatsvinna	5-249-c	{#Izatsvinna#}¦ <lex>Adj.</lex> {%ein wenig gesotten%} <ls>PADDH.</ls> zu <ls>MĀN. GṚHY. 2</ls>.	sch	
JaMkfti	3-262-c	{#JaMkfti#}¦ <lex>f.</lex> = {#JaMkAra#} <ls>CAURAP. (A.) 102. 106</ls>.	sch	
Jakawa	5-255-a	{#*Jakawa#}¦ <ls>ZACH. Beitr.</ls>	sch	
KAtapUrva	7-336-c	{#KAtapUrva#}¦ <lex>n.</lex> <ls>MBH. 13,61,25</ls> nach <ls>NĪLAK.</ls> = {#anAvfzwO kUpodakErnizpAditErDAnyErjIvatAM Danam#}.	sch	
KaRqaPulla	7-336-b	{#*KaRqaPulla#}¦ <lex>Adj.</lex> {%zerrüttet, délabré%} <ls>MAHĀVY. 281,225</ls>.	sch	
KaRqasPuwa	7-336-b	{#KaRqasPuwa#}¦ <lex>Adj.</lex> = {#KaRqaPulla#} <ls>DIVYĀVAD. 22,11</ls>.	sch	
KaRqatraya	2-299-c	{#KaRqatraya#}¦ <lex>n.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
KalApi	6-300-c	{#KalApi#}¦ <lex>m.</lex> oder <lex>f.</lex> (?) {#yava˚#} <ls>ŚĀṄKH. ŚR. 14,40,9</ls>. {#goDUma˚#} <ls n="ŚĀṄKH. ŚR. 14,">41,8</ls>.	sch	
KaqgalakzaRa	2-299-c	{#KaqgalakzaRa#}¦ <lex>n.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
KaqgapawwiSin	3-260-c	{#KaqgapawwiSin#}¦ <lex>Adj.</lex> {%mit einem Schwerte und einem%} <is>Paṭṭiśa</is> {%bewaffnet%} <ls>MBH. 13,14,154</ls>.	sch	
Karapattrodumbara	7-336-c	{#Karapattrodumbara#}¦ <lex>m.</lex> {%ein <ab>best.</ab> Baum%} <ls>SUD.</ls> zu <ls>ĀPAST. GṚHY. 14,3</ls>.	sch	
Karpa	7-336-c	{#Karpa#}¦ (<ab>v. l.</ab> {#Karpara#}) {%Hirnschale, Kopf%} (verächtlich) <ls>DIVYĀVAD. 324,11</ls>. <ab>Vgl.</ab> {#karpara#}.	sch	
KarvI	5-253-a	{#KarvI#}¦ mit {#BU#} {%klein werden, verkrüppeln%} <ls><ab>Comm.</ab> zu ŚIŚ. 2,63</ls>.	sch	
Karvay	7-387-c	{#Karvay#}¦ {%zerstückeln, vernichten%} <ls>DAMAYANTĪK. 276</ls>.	sch	
Kasraj	6-300-c	{#Kasraj#}¦ <lex>f.</lex> {%ein Kranz von Luft,%} so <ab>v. a.</ab> {%ein Unding%} <ls>CANDRĀLOKA 5,125</ls>.	sch	
KawuNka	3-260-c	{#KawuNka#}¦ <lex>Adj.</lex> {%böse%} Text zu <ls>Lot. de la b. l. 162</ls>. <ab>Vgl.</ab> {#*kawuNkatA#}.	sch	Y
Keqqa	5-253-a	{#*Keqqa#} und {#*˚tAla#}¦ <ls>ZACH. Beitr.</ls>	sch	
Killita	5-253-a	{#Killita#}¦ (?) <lex>Adj.</lex> <ls>VĀSAV. 156,5</ls>. <ls n="VĀSAV. 156,">6</ls>.	sch	
Kustaka	7-336-d	{#Kustaka#}¦ <lex>Adj.</lex> (<lex>f.</lex> {#˚stikA#}) {%abgeschabt%} <ls><ab>ebend.</ab> 329,1. fgg.</ls>	sch	
OdarikaSarIra	3-258-b	{#OdarikaSarIra#}¦ <lex>n.</lex> {%der grobe, mit dem Tode vergehende [Page3-258-c] Körper%} <ls>ŚĪLĀṄKA. 1,296</ls>.	sch	
OdgAtraprayoga	7-328-c	{#OdgAtraprayoga#}¦ 2.	sch	
OnIta	7-328-c	{#OnIta#}¦ <lex>m.</lex> {%eine Krankheit am penis des Pferdes%} <ls>AŚVAV. 51,4</ls>.	sch	
OpAsanamantra	2-297-a	{#OpAsanamantra#}, {#OmApata#} <lex>n.</lex> und {#OzaDaprayoga#} <lex>m.</lex>¦ Titel von Werken <ls>OPP. Cat. 1</ls>.	sch	
Opamanyavin	3-258-c	{#Opamanyavin#}¦ <lex>Adj.</lex> in Verbindung mit {#putra#} {%der Sohn%} des <is>Aupamanyava</is> <ls>BAUDH.</ls> im <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 5,23,4</ls>.	sch	
Osaja	7-328-c	{#Osaja#}¦ 3.	sch	Y
Ottarapattra	7-328-b	{#Ottarapattra#}¦ 2.	sch	
PARway	7-363-a	{#PARway#}¦ <ab>Denomin.</ab> von {#PARwa#} <ls>DĀRILA</ls> [Page7-363-b] zu <ls>KAUŚ. 25,18</ls>.	sch	
PaNgA	5-261-b	{#*PaNgA#}¦ <lex>f.</lex> {%ein <ab>best.</ab> Gemüse%} <ls>ZACH. Beitr.</ls>	sch	
PalAy	7-363-a	{#PalAy#}¦ IV. {#Pa/lAyetAm#} <ls>MAITR. S. 4,8,1 (107,15)</ls> fehlerhafte Lesart für {#pa/lA˚#}.	sch	
PalamUlavant	4-302-c	{#PalamUlavant#}¦ <lex>Adj.</lex> {%mit Früchten und Wurzeln versehen%} <ls>R. 5,73,19</ls>.	sch	
Paraka	5-261-b	{#*Paraka#}¦ <lex>m.</lex> = {#Palaka#} oder {#sParaka#} {%Schild%} <ls>ZACH. Beitr.</ls> und <ls>NÖLDEKE</ls> in <ls>Sitzungsberichte der Berliner Akademie 1883, S. 1109</ls>.	sch	
Pullapadmotpalavant	7-363-b	{#Pullapadmotpalavant#}¦ <lex>Adj.</lex> {%mit blühenden%} <is>Padma</is> {%und%} <is>Utpala</is> {%versehen%} <ls>R. ed. Bomb. 4,1,3</ls>.	sch	
QuRQika	6-301-c	{#QuRQika#}¦ in {#vyAkaraRa˚#} (wohl {#˚QuRQikA#} zu lesen) und {#˚kA#} <lex>f.</lex> in {#hEmaprAkfta˚#}.	sch	
SaMkaranftyaraNgadeSa	7-377-b	{#SaMkaranftyaraNgadeSa#}¦ <lex>m.</lex> {%Leichenstätte%} <ls>DAŚAK. (1883) 146,11</ls>.	sch	
SaMsivaMs	7-377-b	{#SaMsivaMs#}¦ <lex>Adj.</lex> {%verkündend%} <ls>R. ed. Bomb. 2,19,35</ls>.	sch	
SabdaprAC	7-377-c	{#SabdaprAC#} und {#˚prAS#}¦ VI. 6.	pwg	
SastragrAhavant	7-377-d	{#SastragrAhavant#}¦ <lex>Adj.</lex> {%Waffen als Seeungeheuer habend%} ({#nadI#}) <ls>R. 7,28,42</ls>.	sch	
SatadAna	7-377-b	{#SatadAna#}¦ VI. <ab>vgl.</ab> <ls>ROTH</ls> in <ls>Z. d. d. m. G. 41,672. fgg.</ls>	sch	
UKala	3-257-c	{#*UKala#}¦ <lex>m.</lex> {%ein Andropogon%} <ls>RĀJAN. 8,126</ls>.	sch	
UhApohasamarTa	7-326-c	{#*UhApohasamarTa#}¦ <lex>Adj.</lex> {%fähig%} (das Erforderliche) {%hinzuzufügen oder abzuziehen%} <ls>MAHĀVY. 245,1061</ls>.	sch	
UhanA	7-326-c	{#*UhanA#}¦ ({#UhAnA#} <ab>geschr.</ab>) <lex>f.</lex> = {#UhA#} <ls>MAHĀVY. 245,1060</ls>.	sch	
UnI	1-299-b	{#UnI#}¦ mit {#BU#} {%sich vermindern, abnehmen%} <ls>KĀLAC. 1,25</ls>.	sch	
UnaviMSativarzopasaMpAdana	7-326-b	{#*UnaviMSativarzopasaMpAdana#}¦ <lex>n.</lex> {%das Weihen eines Mönchs vor seinem 20sten Jahre%} <ls>MAHĀVY. 261</ls>.	sch	
UrDvaMBAvuka	3-257-c	{#UrDvaMBAvuka#}¦ <lex>n.</lex> in {#a/nUrDvaMBAvuka#} oben.	sch	
UrDvaSAKa	2-296-a	{#UrDvaSAKa#}¦ <lex>Adj.</lex> {%mit aufwärts gerichteten Zweigen%} <ls>KAP. S. 41,1</ls>.	sch	
UrDvaSakala	2-296-a	{#UrDvaSakala#} (<ls>KAP. S. 41,1</ls>) und {#UrDva/Salka#} (<ls>MAITR. S. 3,9,2</ls>)¦ {%mit aufwärts gerichtetem Spahn%}.	sch	
UrDvaSuzka	3-257-c	{#UrDvaSuzka#}¦ <lex>Adj.</lex> {%oben,%} <ab>d. i.</ab> {%am Stamm verdorrt%} (Zweige) <ls>VIṢṆUS. 61,8</ls>.	sch	
UrDvahastaka	1-299-c	{#UrDvahastaka#}¦ <lex>m.</lex> = <hom>1.</hom> {#UrDvakara#} <ls>HEMĀDRI 2,a,127,4</ls>.	sch	
UrDvajYutva	3-257-c	{#UrDvajYutva#}¦ <lex>n.</lex> <ab>Nom. abstr.</ab> von {#UrDvajYu#} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 5,11,6</ls>.	sch	
UrDvapuRqraDAraRa	2-296-a	{#UrDvapuRqraDAraRa#} <lex>n.</lex> und {#˚puRqravacana#} <lex>n.</lex>¦ Titel zweier Werke <ls>OPP. Cat. 1</ls>.	sch	
UrRAparikarmaRa	7-326-b	{#*UrRAparikarmaRa#}¦ (!) <lex>m.</lex> {%das Waschenlassen%} <ab>u. s. w.</ab> {%von Wolle durch nichtverwandte Frauen%} <ls>MAHĀVY. 260</ls>.	sch	
Ura	3-257-c	{#Ura#}¦ = {#Uru#} 1〉 im <ab>Loc.</ab> {#Ure#} <ls>BHĀG. P. 7,8,29</ls>.	sch	Y
Urjapatya	4-297-a	{#Urjapatya#}¦ <lex>n.</lex> {%die Herrschaft über die Kraft%} <ls>ĀPAST. ŚR. 9,9,1</ls>.	sch	
Uruka	1-299-b	{#Uruka#}¦ am Ende eines <ab>adj. Comp.</ab> (<lex>f.</lex> {#A#}) = {#Uru#} 1〉 <ls>HEMĀDRI 2,a,84,16</ls>.	sch	
UrvasTi	2-296-a	{#UrvasTi#}¦ <lex>n.</lex> {%Schenkelknochen%} <ls>ĀPAST. ŚR. 1,3,17</ls>.	sch	
UyamAnavarDana	7-326-b	{#*UyamAnavarDana#}¦ ({#uyamAna˚#} <ab>geschr.</ab>) <lex>n.</lex> {%das Webenlassen eines Gewandes in grösseren Umfange%} (als der Geber beabsichtigte) <ls>MAHĀVY. 260</ls>.	sch	
UzmaBakzam	7-326-c	{#UzmaBakzam#}¦ <ab>Absol.</ab> mit {#Bakz#} {%heiss essen%} <ls>KAUŚ. 57,27</ls>.	sch	
aBAgahArin	3-252-c	{#aBAgahArin#}¦ <lex>Adj.</lex> {%nicht erbberechtigt%} <ls>VIṢṆUS. 15,32</ls>.	sch	
aBAnupatana	7-305-c	{#aBAnupatana#}¦ <lex>Adj.</lex> {%wohin die Sonne nicht kommt%} <ls>R. 4,55,3</ls>.	sch	
aBAra	4-294-a	{#aBAra#}¦ <lex>m.</lex> {%Befreiung von einer Last%} <ls>BHĀG. P. 9,24,58</ls>.	sch	
aBAryApitfka	3-252-c	{#aBAryApitfka#}¦ <lex>Adj.</lex> {%weder Frau noch Vater habend%} <ls>BṚHASPATI</ls>.	sch	
aBAskara	7-305-c	{#aBAskara#}¦ <lex>Adj.</lex> {%sonnenlos%} <ls>R. ed. Bomb. 4,40,68.</ls> <ls n="R. ed. Bomb. 4,">42,51.</ls> <ls n="R. ed. Bomb. 4,">43,59</ls>.	sch	
aBAvagranTavyAKyA	1-292-b	{#aBAvagranTavyAKyA#}¦ <lex>f.</lex> Titel eines Werkes <ls>BÜHLER, Rep. No. 703</ls>.	sch	
aBAvaka	4-294-a	{#aBAvaka#}¦ <lex>Adj.</lex> 1〉 {%Jmds Wohl nicht fördernd, Jmd%} (<ab>Gen.</ab>) {%schadend%} <ls>MBH. 12,88,25</ls>. — 2〉 {%sich Etwas%} (<ab>Gen.</ab>) {%nicht vorstellend%}.	sch	
aBAvavikalpa	7-305-c	{#aBAvavikalpa#}¦ <lex>m.</lex> {%eine Alternative für den Fall, dass Etwas nicht da ist,%} <ls>HAR.</ls> zu <ls>ĀPAST. GṚHY. 13,16</ls>.	sch	
aBAvayant	4-294-a	{#aBAvayant#}¦ <lex>Adj.</lex> etwa {%Etwas nicht fest im Auge behaltend%} <ls>BHAG. 2,66</ls>.	sch	
aBAvita	3-252-c	{#aBAvita#}¦ <lex>Adj.</lex> {%nicht zusammenhaltend, keine feste Masse bildend%} <ls>MBH. 12,195,18</ls>.	sch	
aBISumant	6-295-b	{#aBISumant#}¦ 2〉 <lex>m.</lex> {%die Sonne%} <ls>ŚIŚ. 6,63</ls>.	sch	
aBItacArin	4-294-b	{#aBItacArin#}¦ <lex>Adj.</lex> {%unerschrocken verfahrend%} <ls>R. 5,37,39</ls>.	sch	
aBUmida	2-291-a	{#aBUmida#}¦ <lex>Adj.</lex> {%kein Land verschenkend%} <ls>MBH. 3,200,127</ls>.	sch	
aBUmizWa	4-294-b	{#aBUmizWa#}¦ <lex>Adj.</lex> {%nicht in seinem Lande seiend%} <ls>KĀM. NĪTIS. 18,52</ls>. <ls n="KĀM. NĪTIS. 18,">55</ls>.	sch	
aBakzaRIya	1-292-b	{#aBakzaRIya#}¦ <lex>Adj.</lex> {%ungeniessbar%} <ls>TĀṆḌYA-BR. 9,9,9</ls>.	sch	
aBakzyaBakzyaprakaraRa	2-290-c	{#aBakzyaBakzyaprakaraRa#}¦ <lex>n.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
aBartavya	7-386-a	{#aBartavya/#}¦ <lex>Adj.</lex> {%nicht zu tragen%} <ls>MAITR. S. 3,6,7 (70,2)</ls>.	sch	
aBartfka	1-292-b	{#aBartfka#}¦ <lex>Adj.</lex> {%keinen Ernährer habend%} <ls>BṚHASP.</ls> im <ls><ab>Comm.</ab> zu ĀPAST. 2,27,3</ls>.	sch	
aBasmIkaraRa	1-292-b	{#aBasmIkaraRa#}¦ <lex>Adj.</lex> {%nicht in Asche verwandelnd,%} so <ab>v. a.</ab> {%wobei man nicht verbrennt%} <ls>HARṢAC. 126,2</ls>.	sch	
aBavyaSeKara	3-252-c	{#aBavyaSeKara#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines Mannes <ls>KAUTUKAS.</ls>	sch	
aBayanandin	3-252-c	{#aBayanandin#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines Autors <ls>GAṆAR.</ls>	sch	
aBayapradAnasAra	1-292-b	{#aBayapradAnasAra#}¦ Titel eines Werkes <ls>BÜHLER, Rep. No. 409</ls>.	sch	
aBedaKaRqana	2-291-a	{#aBedaKaRqana#}¦ <lex>n.</lex> Titel eines Werkes <ls>OPP. Cat. 1</ls>.	sch	
aBedajYa	5-244-b	{#aBedajYa#}¦ <lex>Adj.</lex> {%keinen Unterschied kennend zwischen%} (<ab>Gen.</ab> <ab>Du.</ab>) <ls>HEM. PAR. 1,167</ls>.	sch	
aBedyASaya	5-244-b	{#aBedyASaya#}¦ <lex>Adj.</lex> {%dessen Absicht%} oder {%Denkweise nicht zu brechen ist%}. <ab>Nom. abstr.</ab> {#˚tA#} <lex>f.</lex> <ls>LALIT. 34,14</ls>.	sch	
aBedyaparivAra	7-306-d	{#*aBedyaparivAra#}¦ <lex>m.</lex> {%ein undurchdringlicher Kreis von Umstehenden%} <ls>MAHĀVY. 244</ls>.	sch	
aBettar	4-294-b	{#aBettar#}¦ auch {%Nichtverräther%} (von Geheimnissen) <ls>MBH. 12,231,22</ls>.	sch	
aBiBartsana	7-306-a	{#aBiBartsana#}¦ <lex>n.</lex> {%das Bedrohen%} <ls>CARAKA 406,13</ls>. <ab>v. l.</ab> {#avaBa˚#}.	sch	
aBiDarzayitavya	1-292-b	{#aBiDarzayitavya#}¦ <lex>Adj.</lex> {%zu entehren%}. {#parastriyaH#} <ls>CARAKA 3,8</ls>.	sch	
aBiSAstar	1-292-c	{#aBiSAsta/r#}¦ <ab>Nom. ag.</ab> {%Anweiser, Anordner%} <ls>TBR. 3,10,1,3</ls>. <ls n="TBR. 3,10,">9,7</ls>. <ls n="TBR. 3,10,">10,3</ls>.	sch	
aBid	4-294-a	{#aBid#}¦ <lex>Adj.</lex> {%keine Scheidung machend%} <ls>BHĀG. P. 7,10,39</ls>.	sch	
aBigamanIya	7-305-c	{#aBigamanIya#}¦ <lex>Adj.</lex> {%zu besuchen, besuchenswerth%} <ls>JĀTAKAM. 23</ls>.	sch	
aBigrAsa	7-305-d	{#aBigrAsa#}¦ <ab>s.</ab> {#yaTABigrAsam#}.	sch	
aBigrahItar	1-292-b	{#aBigrahIta/r#}¦.	sch	
aBijanitos	1-292-b	{#aBijanitos#}¦ liesse sich anders fassen, wenn man {#ISvaraH#} dazu ergänzte.	sch	
aBijvalana	2-291-a	{#aBijvalana#}¦ <lex>n.</lex> in {#cittABi˚#}.	sch	
aBileSa	5-244-b	{#aBileSa#}¦ (?) <ls>Ind. St. 17,145</ls>.	sch	
aBimAtizah	1-292-c	{#aBimAtizah#}¦, lies {#˚zAh#}.	sch	
aBimant	1-292-c	{#aBimant#}¦ <lex>Adj.</lex> {%das Wort%} {#aBi#} {%enthaltend%} <ls>TĀṆḌYA-BR. 10,6,5</ls>.	sch	
aBimanyuka	1-292-c	{#aBimanyuka#}¦ <lex>m.</lex> = {#aBimanyu#} <ab>N. pr.</ab> eines Sohnes des <is>Manu Cākṣuṣa</is> <ls>AGNI-P. 18,9</ls>.	sch	
aBimfSe	1-292-c	{#aBimf/Se#}¦ <ab>Dat.</ab> <ab>Inf.</ab> {%zu berühren%} <ls>ṚV. 2,10,5</ls>.	sch	
aBimuKIkfti	5-244-b	{#aBimuKIkfti#}¦ in {#vizayABi˚#}.	sch	
aBinati	2-291-a	{#aBinati#}¦ <lex>f.</lex> {%das Sichzuwenden%} <ls>KAP. S. 7,6</ls>. <ls>KĀṬH. 8,10</ls>.	sch	
aBinavakAverImAhAtmya	7-305-d	{#aBinavakAverImAhAtmya#}¦ 2.	sch	
aBinayadarpaRa	2-291-a	{#aBinayadarpaRa#} <lex>m.</lex> und {#aBinavakAverImAhAtmya#} <lex>n.</lex>¦ Titel zweier Werke <ls>OPP. Cat. 1</ls>.	sch	
aBinayana	6-295-b	{#aBinayana#}¦ <lex>n.</lex> = {#aBinaya#} 1〉 in {#SlokABinayana#}.	sch	
aBinizpannatva	4-294-a	{#aBinizpannatva#}¦ <lex>n.</lex> {%das Schondasein%} <ls>ŚAṂK.</ls> zu <ls>BĀDAR. 2,1,36</ls>.	sch	
aBinnanimittopAdAna	2-291-a	{#aBinnanimittopAdAna#} <lex>n.</lex> und {#˚samarTana#} <lex>n.</lex>¦ Titel zweier Werke <ls>OPP. Cat. 1</ls>.	sch	
aBipAlaka	7-306-a	{#aBipAlaka#}¦ <lex>m.</lex> = {#aBipAla#} <ls>R. ed. Bomb. 3,38,9</ls>.	sch	
aBipatAka	7-306-a	{#aBipatAka#}¦ <lex>Adj.</lex> {%mit zugewandter Fahne%} <ls>MBH. 8,11,9</ls>.	sch	
aBipattimant	7-306-a	{#˚aBipattimant#}¦ <lex>Adj.</lex> {%im Besitz von — seiend%} <ls>JĀTAKAM. 28,17</ls>.	sch	
aBiprasArin	7-306-a	{#aBiprasArin#}¦ <lex>Adj.</lex> {%hinzukommend, zuströmend%} <ls>JĀTAKAM. 32</ls>.	sch	
aBipratAraRa	7-306-a	{#aBipratAraRa#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines Mannes <ls>TALAVAKĀRA-BR.</ls>	sch	
aBipratigara	6-295-b	{#aBipratigara#}¦ <lex>m.</lex> <ab>Nom.</ab> <ab>act.</ab> zu <hom>1.</hom> {#gar#} mit {#aBiprati#} (<ab>s.</ab> weiter unten) <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 14,32,6</ls>.	sch	
aBirAmIya	2-291-a	{#aBirAmIya#} <lex>n.</lex> und {#aBilazitArTacintAmaRi#} <lex>m.</lex>¦ Titel zweier Werke <ls>OPP. Cat. 1</ls>.	sch	
aBiroDana	5-244-b	{#aBiroDana#}¦ <lex>n.</lex> {%Belagerung%} <ls>Verz. d. Oxf. H. 29,b,7</ls>.	sch	
aBisaMGarza	5-244-b	{#aBisaMGarza#}¦ <lex>m.</lex> {%Aneinanderreibung%} <ls>BHĀVAPR. (Hdschr.) 8,a</ls> nach <ls>AUFRECHT</ls>.	sch	
aBisaMkalpa	6-295-b	{#˚aBisaMkalpa#}¦ <lex>m.</lex> {%Verlangen —, Wunsch zu%} <ls>MBH. 4,14,24</ls>. <ab>v. l.</ab> {#atisaMkalpa#}.	sch	
aBisaMkzepikam	7-306-c	{#*aBisaMkzepikam#}¦ <lex>Adv.</lex> <ls>MAHĀVY. 245</ls>. <ls n="MAHĀVY.">1069</ls>.	sch	
aBisaMvAdin	5-244-b	{#˚aBisaMvAdin#}¦ <lex>Adj.</lex> {%stimmend zu, in Einklang stehend mit%} <ls>PRASANNAR. 2,22</ls>.	sch	
aBisamAhAram	6-295-b	{#aBisamAhAram#}¦ <ab>Absol.</ab> {%zusammen hinschaffend zu%} (<ab>Acc.</ab>) <ls>ĀPAST. ŚR. 2,4,4</ls>. Vielleicht {#aBi sa˚#} zu schreiben.	sch	
aBisamUhana	4-294-b	{#aBisamUhana#}¦ <lex>n.</lex> {%das Bedecken durch Zusammenkehren%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 9,19,13</ls>.	sch	
aBitvamAna	2-291-a	{#aBitvamAna#}¦ (!) <lex>m.</lex> {%swift messenger%} <ls>J. A. S. Beng. 47,405,35</ls>.	sch	
aBivAsin	5-244-b	{#aBivAsin#}¦ <lex>Adj.</lex> in {#bastABivAsi/n#}.	sch	
aBivananIya	5-244-b	{#aBivananIya#}¦ <lex>Adj.</lex> als Erklärung von {#aBivAnya#} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 8,11,17</ls>.	sch	
aBivivAsa	6-295-b	{#aBivivAsa#}¦ <lex>m.</lex> {%das Hellwerden über%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 14,23,14</ls>.	sch	
aBivyAharaRIya	4-294-b	{#aBivyAharaRIya#}¦ <lex>Adj.</lex> {%auszusprechen, herzusagen%} <ls>SĀY.</ls> zu <ls>AIT. BR. 5,2,15</ls>.	sch	
aBivyaktI	1-292-c	{#aBivyaktI#}¦ <lex>Adv.</lex> mit {#BU#} {%offenbar werden%} <ls>NAIṢ. 5,136</ls>.	sch	
aBivyuzwi	6-295-b	{#aBivyuzwi#}¦ <lex>f.</lex> = {#aBivivAsa#} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 14,23,14</ls>.	sch	
aBiziYcana	7-306-c	{#aBiziYcana#}¦ <lex>n.</lex> = {#aBizecana#} (so <ls>{{SCHL.->SCHL. 2,107,9||20251016|Jim Funderburk|https://github.com/sanskrit-lexicon/PWG/issues/160/ (issue83fixa)|}}</ls>) 2〉 <ls>R. ed. Bomb. 2,107,9</ls>.	sch	
aBoktar	1-292-c	{#aBoktar#}¦ <ab>Nom. ag.</ab> {%Nichtgeniesser%}. <ab>Nom. abstr.</ab> {#˚ktftva#} <lex>n.</lex> <ls>KAP. 3,58</ls>.	sch	
aBrAy	4-294-b	{#˚aBrAy#}¦, {#aBrAyita#} {%einer Wolke gleichend%} <ls>BHĀM. V. 1,41</ls>.	pwg	
aBraMSin	4-294-b	{#aBraMSin#}¦ <lex>Adj.</lex> {%unvergänglich, dauernd%} <ls>Spr. 6844</ls>.	sch	
aBraMSyamAna	4-294-b	{#aBraMSyamAna#}¦ <lex>Adj.</lex> {%nicht zum Fallen gebracht werdend, nicht in die Lage kommend herabzufallen%} <ls>KĀTY. ŚR. 20,5,16</ls>.	sch	
aBuNkzita	4-294-b	{#aBuNkzita#}¦ <ab>s.</ab> {#BuNkzitABuNkzita#}.	sch	
aBujaMgavant	4-294-b	{#aBujaMgavant#}¦ <lex>Adj.</lex> {%ohne Schlangen%} und zugleich {%ohne liederliche Gesellen%} <ls>KĀVYĀD. 2,322</ls>.	sch	
aByAcara	3-253-a	{#aByAcara#}¦ <lex>m.</lex> {%Bereich%} <ls>MĀN. GṚHY. 2,7</ls>. Statt {#˚care#} hat <ls>PĀR. GṚHY.</ls> {#aByAcAre#}. <ls>ĀŚV. GṚHY.</ls> {#aByAgAre#}.	sch	
aByAdAhya	2-291-a	{#aByAdAhya#}¦ <lex>m.</lex> {%Feuer von einem Hausbrande%} <ls>ĀPAST. ŚR. 9,3</ls>.	sch	
aByavacAruka	1-293-a	{#aByavacAruka#}¦ in {#anaBya˚#}.	sch	
aByavetya	7-306-d	{#aByavetya#}¦ <lex>Adj.</lex> {%zum Bad zu betreten%} <ls>ĀPAST. ŚR. 8,7,21</ls>.	sch	
aByudgatA	1-293-a	{#aByudgatA#}¦, <ab>gedr.</ab> {#aBiudgatA#}; statt dessen {#aBiruqgatA#} <ls>HAUG, <ab>Acc.</ab> 59</ls>.	sch	
aByupEtos	1-293-a	{#aByupEtos#}¦ <ab>Gen.</ab> <ab>Inf.</ab> (abhängig von {#ISvaraH#}) {%zu erlangen%} <ls>AIT. BR. 7,29</ls>.	sch	
aByupadeSa	7-307-a	{#aByupadeSa#}¦ <lex>m.</lex> {%Unterweisung, Belehrung%} <ls>MOHAM. 17</ls>.	sch	
aByuzRa	7-307-a	{#aByuzRa#}¦ <ab>v. l.</ab> für {#atyuzRa#} (<ls>M. 3,236</ls>) <ls>HEMĀDRI 3,a,1017,6</ls>. <ls n="HEMĀDRI 3, a,">1019,1</ls>. <ls n="HEMĀDRI 3, a,">1022,12</ls>.	sch	
aDArA	3-249-a	{#aDArA#}¦ <lex>f.</lex> {%kein Strom, kein ununterbrochener Fluss%} <ls>VAJRACCH. 39,12</ls>.	sch	
aDAryamARa	3-249-a	{#aDAryamARa#}¦ <lex>Adj.</lex> {%nicht getragen werdend%} (Kranz) <ls>MBH. 4,14,32</ls>.	sch	
aDArzwya	2-288-a	{#aDArzwya#}¦ <lex>n.</lex> {%Feigheit%} <ls>DHĀTUP. 10,18</ls>. <ab>Vgl.</ab> {#A˚#}.	sch	
aDAtu	3-249-a	{#aDAtu#}¦ <lex>m.</lex> {%keine Region%} <ls>VAJRACCH. 29,11</ls>.	sch	
aDAtumant	3-249-a	{#aDAtumant#}¦ <lex>Adj.</lex> {%nicht aus Elementen bestehend%} <ls>BHĀG. P. 2,8,7</ls>.	sch	
aDIloDakarRa	2-288-b	{#aDIloDaka/rRa#}¦ <lex>Adj.</lex> <ls>TS. 5,6,16,1</ls>. <ab>Vgl.</ab> {#aDirUQAka/rRa#} und {#adDyAlohaka/rRa#}.	sch	
aDIlohAkarRI	6-294-a	{#aDIlohAkarRI#}¦ (so ist zu verbinden) <lex>Adj.</lex> als <ab>Beiw.</ab> einer Kuh <ls>KĀTY. ŚR. 22,11,29</ls>. <ab>Vgl.</ab> {#adDyAlohaka/rRa#} und {#aDIloDaka/rRa#} (<ls>Nachtr. 2. 4</ls>).	sch	
aDImAMsa	1-286-b	{#aDImAMsa#}¦ <lex>m.</lex> (!) {%Hypertrophie der Fleischtheile%} <ls>CARAKA 6,13</ls>. <ab>Vgl.</ab> {#aDimAMsa#}.	sch	
aDInaga	3-249-a	{#aDInaga#}¦ <ls>HARIV. 3,119,4</ls> fehlerhaft für {#adInaga#}.	sch	
aDIram	1-286-b	{#aDIram#}¦ <lex>Adv.</lex> {%ängstlich%} <ls>DAŚAK. 40,13</ls>.	sch	
aDItapUrva	1-286-b	{#aDItapUrva#}¦ <lex>Adj.</lex> {%der vorher schon studirt hat%} <ls>ĀŚV. ŚR. 8,14,22</ls>.	sch	
aDOta	3-249-a	{#aDOta#}¦ auch {%unrein%} <ls>SUŚR. 1,297,12</ls>.	sch	
aDUnvant	1-286-b	{#aDUnvant#}¦ <lex>Adj.</lex> {%nicht bewegend%} <ls>TĀṆḌYA-BR. 7,9,9</ls>.	sch	
