k1	pc	pwkvn_gloss	indep_hits	mw_body_mention
kambaladAya	7-329-d	{#*kambaladAya#}¦ <lex>Adj.</lex> {%ein wollenes Tuch%} <ab>u. s. w.</ab> {%zu schenken im Sinne habend%} <ls>KĀŚ.</ls> zu <ls>P. 3,3,12</ls>.	sch	
kapInfpa	5-251-b	{#*kapInfpa#}¦ <lex>m.</lex> {%ein <ab>best.</ab> Baum,%} = {#rAjAdana#} <ls><ab>Comm.</ab> zu HARṢAC. 198,9</ls>.	sch	
kaqintala	7-329-a	{#*kaqintala#}¦ = {#kaqitula#} <ls>MAHĀVY. 238</ls>.	sch	
karRacCidraka	2-297-b	{#*karRacCidraka#}¦, lies <ls>79, <ab>Sch.</ab></ls>	sch	
karRalAlikA	5-251-c	{#*karRalAlikA#}¦ <lex>f.</lex> = {#karRapASI#} <ls>ZACH. Beitr.</ls>	sch	
karRapASI	5-251-c	{#*karRapASI#} oder {#*˚pAsI#}¦ <lex>f.</lex> = {#karRalAlikA#} <ls>ZACH. Beitr.</ls>	sch	
karRasuvarRa	5-251-c	{#*karRasuvarRa#}¦ <ab>N. pr.</ab> eines Landes <ls>HIOUEN-THSANG</ls>.	sch	
karaReSvara	5-251-c	{#*karaReSvara#}¦ <lex>m.</lex> = {#Atman#} <ls>ZACH. Beitr.</ls>	sch	
karkaru	7-330-a	{#*karkaru#} und {#*mahA˚#}¦ {%eine <ab>best.</ab> Blume%} <ls>MAHĀVY. 240</ls>. {#karkaravaH#} und {#mahA˚#} wohl <ab>Pl.</ab>	sch	
karmadAna	7-330-b	{#*karmadAna#}¦ <lex>n.</lex> <ls>MAHĀVY. 281,160</ls>.	sch	
karmakaRwaka	6-299-c	{#*karmakaRwaka#}¦ <lex>m.</lex> {%<bot>Gardenia latiflora</bot>%} oder {%<bot>Fumaria parviflora</bot>%} <ls>RĀJAN. 5,8</ls>, <ab>v. l.</ab> <ab>Vgl.</ab> {#varmakaRwaka#}.	sch	
karowikA	5-251-c	{#*karowikA#}¦ <lex>f.</lex> = {#karowi#} 1〉 <ls>DEŚĪN. 2,38</ls>. <ls n="DEŚĪN.">6,3</ls>.	sch	
kavaqiMkArAhAra	7-331-a	{#*kavaqiMkArAhAra#}¦ <lex>m.</lex> {%die durch Schlucken (auf natürlichem Wege) aufgenommene Nahrung%} <ls>MAHĀVY. 118</ls>.	sch	
kawapra	2-297-a	{#*kawapra#}¦ <lex>m.</lex> {%Menge%} <ls>DEŚĪN. 2,13</ls>.	sch	
kiMdarA	5-252-a	{#*kiMdarA#}¦ <lex>f.</lex> {%die Laute der%} <is>Caṇḍāla</is> <ls>ZACH. Beitr.</ls> <ab>Vgl.</ab> {#kiMnarA, kiMnarI#}.	sch	
kiMkaraRIyatA	7-332-b	{#*kiMkaraRIyatA#}¦ <lex>f.</lex> = {#kiMkartavyatA#} <ls>MAHĀVY. 245</ls>.	sch	
kilAqa	7-332-c	{#*kilAqa#} und {#*kilAla#}¦ <ls>MAHĀVY. 230,9</ls> wohl = {#kilAwa#} oder {#kIlAla#} 1〉.	sch	
kilikilAyita	7-332-c	{#*kilikilAyita#}¦ <lex>n.</lex> <ab>dass.</ab> <ls>MAHĀVY. 138,28</ls>, <ab>v. l.</ab> (besser).	sch	
kirikARa	2-298-b	{#*kirikARa#}¦ <lex>Adj.</lex> = {#girikARa#} <ls><ab>ebend.</ab></ls>	sch	
kugaRa	7-332-d	{#*kugaRa#}¦ <lex>Adj.</lex> = {#kugaRin#} <ls>MAHĀVY. 245,206</ls>.	sch	
kukkusa	2-298-b	{#*kukkusa#}¦ {%Spreu%} (?) <ls>ŚĪLĀṄKA 2,71</ls>.	sch	
kumBagrIva	2-298-c	{#*kumBagrIva#}¦ <lex>m.</lex> {%eine Art Gefäss%} <ls>DEŚĪN. 2,20</ls>.	sch	
kuwakaRWa	5-252-b	{#*kuwakaRWa#}¦ <lex>m.</lex> {%ein <ab>best.</ab> Gefäss%} <ls>DEŚĪN. 2,20</ls>.	sch	
kuwimaha	7-332-d	{#*kuwimaha#}¦ <lex>m.</lex> = {#kuwImaha#} <ls>MAHĀVY. 229</ls>.	sch	
lapanA	7-371-d	{#*lapanA#}¦ <lex>f.</lex> etwa {%Geklatsch%} <ls>MAHĀVY. 127,59</ls>.	sch	
mAtaNgavedi	6-305-b	{#*mAtaNgavedi#}¦ oder {#*˚vedI#} <lex>f.</lex> = {#vAraRqaka#} 2〉b〉 <ls>H. an. 4,32</ls>. <ls>MED. k. 202</ls>.	sch	
maRinda	6-305-a	{#*˚maRinda#}¦ <lex>m.</lex> etwa {%Knecht%} oder {%Aufseher%}. {#go˚, aSva˚#} <ls>KĀŚ.</ls> zu <ls>P. 6,2,66</ls>.	sch	
merukadambaka	5-263-c	{#*merukadambaka#}¦ <ls>ZACH. Beitr.</ls>	sch	
musuntikA	7-368-d	{#*musuntikA#}¦ <lex>f.</lex> ? <ls>MAHĀVY. 245,667</ls>.	sch	
nEvaSEkzASEkza	7-354-c	{#*nEvaSEkzASEkza#}¦ <lex>m.</lex> {%weder ein%} <is>Śaikṣa</is> {%noch ein%} <is>Aśaikṣa</is>, <ab>d. i.</ab> {%ein unbekehrter Mensch%} <ls>MAHĀVY. 95,10</ls>.	sch	
narakavartman	7-351-d	{#*narakavartman#}¦ <lex>n.</lex> {%vulva;%} <ab>s. u.</ab> {#saMbADa#} 1〉c〉.	sch	
narmAlI	5-257-b	{#*narmAlI#}¦ <lex>f.</lex> <ls>ZACH. Beitr.</ls>	sch	
navAlAbu	3-264-c	{#*navAlAbu#}¦ <lex>f.</lex> <ab>v. l.</ab> für {#nAgAlAbu#} <ls>RĀJAN. 7,160</ls>. <ls>NIGH. PR.</ls>	sch	
niHsaraDArA	7-354-a	{#*niHsaraDArA#}¦ <lex>f.</lex> = {#udakaDArA#} <ls>MAHĀVY. 195,25</ls>.	sch	
nilopam	5-258-a	{#*nilopam#}¦ <ab>Absol.</ab> {%raubend%} <ls>VYUTP. 127</ls>. {#*nilopahAraka#} <lex>Adj.</lex> <ls><ab>ebend.</ab></ls>	sch	
nirgrahasTAna	7-353-a	{#*nirgrahasTAna#}¦ <lex>n.</lex> <ls>MAHĀVY. 200,18</ls> fehlerhaft für {#nigraha˚#}.	sch	
oGopakaraRa	5-251-a	{#*oGopakaraRa#}¦ <lex>n.</lex> als Erklärung von {#pavitra#} {%Besen%} <ls>ZACH. Beitr.</ls>	sch	
ojApratyAhAriRI	7-328-b	{#*ojApratyAhAriRI#}¦ <lex>f.</lex> <ab>N. pr.</ab> einer <is>Tantra</is>-Gottheit <ls>MAHĀVY. 197</ls>. Richtig wohl {#ojapra˚#} oder {#ojaHpra˚#}.	sch	
pAMsusaMcAra	5-259-c	{#*pAMsusaMcAra#}¦ <lex>m.</lex> <ls>ZACH. Beitr. 66. 92</ls>.	sch	
pAjipakzin	5-259-c	{#*pAjipakzin#}¦ <lex>m.</lex> wohl = {#pAjika#} <ls>ZACH. Beitr. 85</ls>.	sch	
pAlIza	4-302-a	{#*pAlIza#}¦ <ab>s.</ab> {#pAlISa#}.	sch	
pAtI	7-357-d	{#*pAtI#}¦ (<ab>eig.</ab> <lang>Pāli</lang>) <lex>f.</lex> = {#pAtrI#} <ls>MAHĀVY. 197,115</ls>.	sch	
pAtrAvalehakam	7-357-d	{#*pAtrAvalehakam#}¦ <lex>Adv.</lex> {%die Schale ableckend%} <ls>MAHĀVY. 263,65</ls>.	sch	
pUraRadvitIyA	7-359-b	{#*pUraRadvitIyA#}¦ <ab>s.</ab> {#purARa˚#}.	sch	
pUrowi	5-260-b	{#*pUrowi#}¦ = {#purowi#} <ls>ZACH. Beitr.</ls>	sch	
pfzWI	7-359-c	{#*pfzWI#}¦ <lex>Adv.</lex> mit {#BU#} {%niedergedrückt —, niedergeschlagen werden%} <ls>MAHĀVY. 130,44</ls>. Richtig {#pizwI#}. <ab>Vgl.</ab> {#vipfzWI#}.	sch	
piNgARaka	5-259-c	{#*piNgARaka#}¦ <ls>ZACH. Beitr. 91. 92</ls>.	sch	
piculikA	5-259-c	{#*piculikA#}¦ <lex>f.</lex> <ls>ZACH. Beitr. 92</ls>.	sch	
pravAritArTAtisevA	7-362-a	{#*pravAritArTAtisevA#}¦ <lex>f.</lex> {%das in der Annahme von freundlichen Anerbietungen bestehende Vergehen%} <ls>MAHĀVY. 261,78</ls>.	sch	
rasarasAgratA	7-370-d	{#*rasarasAgratA#}¦ <lex>f.</lex> (<ls>MAHĀVY. 17,10</ls>) und {#rasarasAgravant#} <lex>Adj.</lex> (<ls>LALIT. 120,19. fg.</ls>). <ab>Vgl.</ab> <ls>Lotus de la b. l. 566. fg.</ls>	sch	
sAMkASikA	7-382-c	{#*sAMkASikA#}¦ <lex>Adj.</lex> <lex>f.</lex> = {#pitrAdigfhezvagnyAdidAyinI#} <ls>VAIJAYANTĪ</ls>, <ls>BHŪMIK.</ls>, <ls>BRĀHMAṆĀDHY. 52</ls> nach <ls>WINTERNITZ</ls>.	sch	Y
sTUlaBittikatA	7-384-a	{#*sTUlaBittikatA#}¦ <lex>f.</lex> ? <ls>MAHĀVY. 85</ls>.	sch	
sUpasaMpanna	7-383-c	{#*sUpasaMpanna#}¦ <lex>Adj.</lex> {%gehörig zum Mönch geweiht%} <ls>MAHĀVY. 48</ls>.	sch	
saMBinnavyaYjanA	7-381-b	{#*saMBinnavyaYjanA#}¦ <lex>f.</lex> {%eine Art Hermaphrodit%} <ls>MAHĀVY. 271</ls>. {#*˚na#} <lex>n.</lex> {%diese Deformität%} <ls n="MAHĀVY.">284</ls>.	sch	
samudrakaleKaka	7-381-a	{#*samudrakaleKaka#}¦ <lex>Adj.</lex> {%mit <ab>best.</ab> ungünstigen Zeichen versehen%} <ls><ab>ebend.</ab> 271,143</ls>. Wohl {#sA˚#} zu lesen.	sch	
svakArTa	7-384-b	{#*svakArTa#}¦ <lex>m.</lex> {%das eigene Interesse%} <ls><ab>ebend.</ab> 48. 126</ls>.	sch	
tAwAvacara	7-345-b	{#*tAwAvacara#}¦ <lex>m.</lex> <ls>MAHĀVY. 218,16</ls> fehlerhaft für {#tAqAvacara#}.	sch	
tIrTikAvakrAntaka	7-346-a	{#*tIrTikAvakrAntaka#}¦ <lex>Adj.</lex> {%der zu einer hetrodoxen Secte übergetreten ist%} <ls>MAHĀVY. 271,4</ls>.	sch	
taTAgatacintyaguhyanirdeSa	7-344-c	{#*taTAgatacintyaguhyanirdeSa#} <lex>m.</lex>, {#*taTAgatajYAnamudrAsamADi#} <lex>m.</lex>, {#*taTAgatamahAkaruRAnirdeSa#} <lex>m.</lex> und {#*taTAgatotpattisaMBavanirdeSa#} <lex>m.</lex>¦ Titel <ab>buddh.</ab> <is>Sūtr	sch	
taTAkArin	7-344-c	{#*taTAkArin#}¦ <lex>Adj.</lex> {%so thuend%} <ls>MAHĀVY. 126,59</ls>.	sch	
tamastamaHparAyaRa	7-345-a	{#*tamastamaHparAyaRa#}¦ <lex>Adj.</lex> <ls>MAHĀVY. 147</ls>.	sch	
tamojyotizparAyaRa	7-345-a	{#*tamojyotizparAyaRa#}¦ <lex>Adj.</lex> <ls>MAHĀVY. 147</ls>.	sch	
trikARqaka	7-346-c	{#*trikARqaka#}¦ <ls>MAHĀVY. 245,313</ls>.	sch	
triprAtihAryasaMpanna	7-346-d	{#*triprAtihAryasaMpanna#}¦ <lex>m.</lex> <ab>Bez.</ab> <is>Buddha</is>ʼs <ls>MAHĀVY. 1,73</ls>.	sch	
uBayAsidDa	7-326-a	{#*uBayAsidDa#}¦ <lex>Adj.</lex> {%weder%} {#svataH sidDa#} {%noch%} {#parataH sidDaH#} <ls>MAHĀVY. 199,91</ls>.	sch	
uSanastArakA	7-326-a	{#*uSanastArakA#}¦ <lex>f.</lex> {%der Abend und Morgenstern%} <ls>MAHĀVY. 71,6</ls>.	sch	
udDftakaWina	7-324-a	{#*udDftakaWina#}¦ <lex>n.</lex> <ls>MAHĀVY. 281,204</ls> = <lang>Pāli</lang> {#kaWinodDAra, kaWinobBAra#}.	sch	
udgAna	3-257-a	{#*udgAna#}¦ <lex>n.</lex> als Erklärung von {#udgITa#} 1〉 <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 5,16,8</ls>.	sch	
udguRWikA	7-323-d	{#*udguRWikA#}¦ <lex>f.</lex> <ab>Instr.</ab> {%mit verschleiertem Gesicht%} <ls>MAHĀVY. 263,17</ls>. Richtig wäre {#avagu˚#}.	bhs	
udyUTikAgamana	7-324-a	{#*udyUTikAgamana#}¦ <lex>n.</lex> etwa {%das Hinrennen [Page7-324-b] zu einem Auflauf%} <ls>MAHĀVY. 261</ls>. <ab>Vgl.</ab> jedoch <lang>Pāli</lang> {#uyyoDika#}.	sch	
uhAra	5-250-c	{#*uhAra#}¦ <lex>m.</lex> {%Schildkröte%} <ls>H. 1353, <ab>Sch.</ab></ls>	sch	
ujjaNkikA	7-322-b	{#*ujjaNkikA#}¦ <lex>f.</lex> {%das Auflachen%} <ls>MAHĀVY. 263</ls>. Richtig ware {#ujjakzikA#}.	bhs	
ulaBIya	2-296-a	{#*ulaBIya#}¦ <lex>m.</lex> {%ein Fürst der%} <is>Ulabha</is> <ls>KĀŚ.</ls> zu <ls>P. 5,3,116</ls>.	sch	
upapadyaparinirvAyin	7-324-d	{#*upapadyaparinirvAyin#}¦ <lex>m.</lex> {%erst nach [Page7-325-a] einer Wiedergeburt das%} <is>Parinirvāṇa</is> {%erlangend%} <ls>MAHĀVY. 46</ls>.	sch	
upaparIkzitavya	7-325-a	{#*upaparIkzitavya#}¦ <lex>Adj.</lex> {%zu untersuchen%} <ls>MAHĀVY. 245,1047</ls>.	sch	
upaskAram	1-299-a	{#*upaskAram#}¦ <ab>Absol.</ab> {%spaltend%}.	sch	
utsrAvin	5-250-a	{#*utsrAvin#}¦ <lex>Adj.</lex> {%entspringend%} <ls>SĀY.</ls> zu <ls>ṚV. 5,85,2</ls>.	sch	
uttamadyuti	7-322-d	{#*uttamadyuti#}¦ <lex>Adj.</lex> {%überaus glanzvoll%} <ls>MAHĀVY. 22</ls>.	sch	
uttaramanuzyaDarmArocana	7-323-a	{#*uttaramanuzyaDarmArocana#}¦ <lex>n.</lex> {%die einem noch nicht geweihten Mönche gemachte Mittheilung, dass man übermenschliche Kräfte besitze,%} <ls>MAHĀVY. 261</ls>.	sch	
uttaramanuzyaDarmapralApa	7-322-d	{#*uttaramanuzyaDarmapralApa#}¦ <lex>m.</lex> {%das Vorgeben übermenschliche Kräfte zu besitzen%} [Page7-323-a] <ls>MAHĀVY. 257</ls>.	sch	
uttariDvajAgramaRi	7-323-a	{#*uttariDvajAgramaRi#}¦ <lex>m.</lex> und {#uttariparamARurajaHpraveSa#} <lex>m.</lex> <ab>Bez.</ab> {%zweier Zählmethoden%} <ls>MAHĀVY. 248</ls>.	sch	
vipfzWI	7-374-d	{#*vipfzWI#}¦ <lex>Adv.</lex> mit {#BU#} {%niedergeschlagen werden%} <ls>MAHĀVY. 245,865</ls>. Richtig {#vipizwI#}; <ab>vgl.</ab> {#pfzWI#} oben.	sch	
vyantI	7-376-d	{#*vyantI#}¦ <lex>Adv.</lex> mit {#kar#} {%fern halten beseitigen%} <ls>MAHĀVY. 245</ls>. {#*˚BAva#} <lex>m.</lex> {%das Beseitigtsein%} <ls n="MAHĀVY.">245,1259</ls>.	sch	
zaqvArzikamaha	7-379-a	{#*zaqvArzikamaha#}¦ <lex>m.</lex> {%ein <ab>best.</ab> Fest%} <ls><ab>ebend.</ab> 229</ls>.	sch	
ARipratyARInirhArayoga	7-317-c	{#*ARipratyARInirhArayoga#}¦ ? <ls>MAHĀVY. 245,460</ls>.		
Darmodrata	7-350-d	{#*Darmodrata#}¦ <lex>m.</lex> {%ein <ab>best.</ab>%} <is>Samādhi</is> <ls>MAHĀVY. 21,63</ls>.		
aBedyaratracUqa	7-306-d	{#*aBedyaratracUqa#}¦ <lex>m.</lex> <ab>N. pr.</ab> eines <is>Garuḍa</is> <ls>MAHĀVY. 172</ls>.		
gadDi	7-338-c	{#*gadDi#}¦ <lex>f.</lex> {%Gier%} <ls>MAHĀVY. 110,35</ls>.		
kAcapawala	7-331-b	{#*kAcapawala#}¦ <lex>n.</lex> {%eine <ab>best.</ab> Augenkrankheit%} <ls>MAHĀVY. 284,68</ls>.		
karmAvaraRapratipramrabDi	7-330-b	{#*karmAvaraRapratipramrabDi#}¦ <lex>f.</lex> Titel eines [Page7-330-c] Werkes <ls>MAHĀVY. 65,58</ls>.		
nApinaBARqa	7-352-b	{#*nApinaBARqa#}¦ <lex>n.</lex> {%Rasirgeräthe%} <ls>MAHĀVY. 273,99</ls>.		
pawavAsinIM	7-355-b	{#*pawavAsinIM#}¦ <lex>f.</lex> {%eine Art Weib%} <ls>MAHĀVY. 281,249</ls>.		
piYjulikA	5-259-c	{#*piYjulikA#}¦ <lex>f.</lex> <ls>ZACH. Beitr. 92</ls>.		
pratinisfjya	7-360-c	{#*pratini[H]sfjya#}¦ <lex>Adj.</lex> {%aufzugeben, fahren zu lassen%} <ls>MAHĀVY. 130,1</ls>.		
tAvaMtka	7-345-c	{#*tAvaMtka#}¦ <lex>Adj.</lex> = {#tAvatika#}.		
tUzRoMviprakramaRa	7-346-b	{#*tUzRoMviprakramaRa#}¦ <lex>n.</lex> {%stilles Davonschleichen%} (aus einer Versammlung) {%ohne seine Stimme abzugeben%} <ls>MAHĀVY. 261,81</ls>.		
uyamAnavaDana	7-326-a	{#*uyamAnavaDana#}¦ <ab>s.</ab> {#UyamAna˚#}.		
uzRIpaSiraska	7-326-b	{#*uzRIpaSiraska#}¦ <lex>Adj.</lex> {%einen Auswuchs auf dem Kopfe habend%}. <ab>Nom. abstr.</ab> {#˚tA#} <lex>f.</lex> <ls>MAHĀVY. 17</ls>.		
vyAGmAtaka	7-377-a	{#*vyAGmAtaka#}¦ <lex>n.</lex> {%ein aufgeschwollener Leichnam%} <ls>MAHĀVY. 52</ls>.		
