dict	L	pc_page	pc_col	k1	k2	line	batch	batch_date	process	directive	tag_context	old	new
mw						160682	batch_20260804	2026-08-04	human	new	text	¦ creating in the mind, feigning, assuming anything to be real, fiction, <ls>KapS.</ls> &c.<info lex="inh"/>	¦ creating in the mind, feigning, assuming anything to be real, fiction, <ls>KapS.</ls> <ab>&c.</ab><info lex="inh"/>
mw						160808	batch_20260804	2026-08-04	human	new	text	<s>kalmazA</s> ¦ <lex type="hwifc">f.</lex> <ab>ifc.</ab> <ls>Bhag. iv, 30</ls> &c.<info lex="f"/>	<s>kalmazA</s> ¦ <lex type="hwifc">f.</lex> <ab>ifc.</ab> <ls>Bhag. iv, 30</ls> <ab>&c.</ab><info lex="f"/>
mw						160986	batch_20260804	2026-08-04	human	new	text	<s>kalyA/Ra</s> ¦ <lex>mf(<s>I/</s>)n.</lex> (<ab>g.</ab> <s>bahv-Adi</s>) beautiful, agreeable, <ls>RV.</ls>; <ls>ŚBr.</ls> &c.<info lex="m:f#I:n"/>	<s>kalyA/Ra</s> ¦ <lex>mf(<s>I/</s>)n.</lex> (<ab>g.</ab> <s>bahv-Adi</s>) beautiful, agreeable, <ls>RV.</ls>; <ls>ŚBr.</ls> <ab>&c.</ab><info lex="m:f#I:n"/>
mw						161410	batch_20260804	2026-08-04	human	new	text	<s>ka/vaca</s> ¦ <lex>m.</lex> <lex>n.</lex> (√ <hom>3.</hom> <s>ku</s>, <ls>Uṇ. iv, 2</ls>; <ls>Nir. v, 25</ls>) <ab>g.</ab> <s>arDarcA<srs/>di</s>, armour, cuirass, a coat of mail, <ls>ŚBr. xii, 2, 2, 7</ls>; <ls>KātyŚr. xiii, 3, 10</ls>; <ls>MBh.</ls>; <ls>R.</ls> &c.<info lex="m:n"/>	<s>ka/vaca</s> ¦ <lex>m.</lex> <lex>n.</lex> (√ <hom>3.</hom> <s>ku</s>, <ls>Uṇ. iv, 2</ls>; <ls>Nir. v, 25</ls>) <ab>g.</ab> <s>arDarcA<srs/>di</s>, armour, cuirass, a coat of mail, <ls>ŚBr. xii, 2, 2, 7</ls>; <ls>KātyŚr. xiii, 3, 10</ls>; <ls>MBh.</ls>; <ls>R.</ls> <ab>&c.</ab><info lex="m:n"/>
mw						161479	batch_20260804	2026-08-04	human	new	text	<s>kavaqa</s> ¦ <lex>m.</lex> a mouthful of water &c., water for rinsing the mouth, <ls>Suśr.</ls><info lex="m"/>	<s>kavaqa</s> ¦ <lex>m.</lex> a mouthful of water <ab>&c.</ab>, water for rinsing the mouth, <ls>Suśr.</ls><info lex="m"/>
mw						161566	batch_20260804	2026-08-04	human	new	text	<s>kavala</s> ¦ <lex>m.</lex> (<lex type="hwalt">n.</lex> ?) a mouthful (as of water &c.)<info lex="m:n"/>	<s>kavala</s> ¦ <lex>m.</lex> (<lex type="hwalt">n.</lex> ?) a mouthful (as of water <ab>&c.</ab>)<info lex="m:n"/>
mw						161608	batch_20260804	2026-08-04	human	new	text	<s>kavalaya</s> ¦ <ab>Nom.</ab> <ab>P.</ab> <s>˚yati</s>, to swallow or gulp down, devour, <ls>Hcar.</ls> &c.<info verb="nom" cp="P"/>	<s>kavalaya</s> ¦ <ab>Nom.</ab> <ab>P.</ab> <s>˚yati</s>, to swallow or gulp down, devour, <ls>Hcar.</ls> <ab>&c.</ab><info verb="nom" cp="P"/>
mw						161653	batch_20260804	2026-08-04	human	new	text	<s>kavAwa</s> ¦ <lex>mf(<s>I</s>)n.</lex> (for <s>kapAwa</s>) the leaf or panel of a door, a door, <ls>R.</ls>; <ls>Naiṣ.</ls> &c.<info lex="m:f#I:n"/>	<s>kavAwa</s> ¦ <lex>mf(<s>I</s>)n.</lex> (for <s>kapAwa</s>) the leaf or panel of a door, a door, <ls>R.</ls>; <ls>Naiṣ.</ls> <ab>&c.</ab><info lex="m:f#I:n"/>
mw						162102	batch_20260804	2026-08-04	human	new	text	<s>ka/SA</s> ¦ <lex>f.</lex> (<ls>Naigh. i, 11</ls>; <ls>Nir. ix, 19</ls>) a whip, <ls>RV.</ls>; <ls>AV.</ls>; <ls>ŚBr.</ls>; <ls>MBh.</ls>; <ls>R.</ls> &c. (also written <s>kazA</s>, <ls>R.</ls>; <ls>BhP.</ls>)<info lex="f"/><info hui="a"/>	<s>ka/SA</s> ¦ <lex>f.</lex> (<ls>Naigh. i, 11</ls>; <ls>Nir. ix, 19</ls>) a whip, <ls>RV.</ls>; <ls>AV.</ls>; <ls>ŚBr.</ls>; <ls>MBh.</ls>; <ls>R.</ls> <ab>&c.</ab> (also written <s>kazA</s>, <ls>R.</ls>; <ls>BhP.</ls>)<info lex="f"/><info hui="a"/>
mw						162162	batch_20260804	2026-08-04	human	new	text	<s>ka/SA</s> ¦ &c. See √ <s>kaS</s>.<info hui="b"/>	<s>ka/SA</s> ¦ <ab>&c.</ab> See √ <s>kaS</s>.<info hui="b"/>
mw						162252	batch_20260804	2026-08-04	human	new	text	<s>kaS-cana</s> ¦ &c. See <hom>2.</hom> <s>ka/</s>.	<s>kaS-cana</s> ¦ <ab>&c.</ab> See <hom>2.</hom> <s>ka/</s>.
mw						162325	batch_20260804	2026-08-04	human	new	text	<ls>AV.</ls> &c., (a descendant of <s1>Marīci</s1> and author of several hymns of the <s1>Ṛg</s1>-<s1>veda</s1>, <ls>RV.</ls>;	<ls>AV.</ls> <ab>&c.</ab>, (a descendant of <s1>Marīci</s1> and author of several hymns of the <s1>Ṛg</s1>-<s1>veda</s1>, <ls>RV.</ls>;
mw						162339	batch_20260804	2026-08-04	human	new	text	he is supposed by some to be a personification of races inhabiting the Caucasus, the Caspian, <ns>Kaśmīr</ns>, &c.)<info lex="inh"/>	he is supposed by some to be a personification of races inhabiting the Caucasus, the Caspian, <ns>Kaśmīr</ns>, <ab>&c.</ab>)<info lex="inh"/>
mw						162662	batch_20260804	2026-08-04	human	new	text	<s>kazAyI-√ kf</s> ¦ &c. See <s>kazAya</s>.<info verb="gati" cp="" parse="kazAyI+kf"/><info hui="b"/>	<s>kazAyI-√ kf</s> ¦ <ab>&c.</ab> See <s>kazAya</s>.<info verb="gati" cp="" parse="kazAyI+kf"/><info hui="b"/>
mw						162665	batch_20260804	2026-08-04	human	new	text	<s>kazi</s> ¦ &c. See √ <s>kaz</s>.<info hui="b"/>	<s>kazi</s> ¦ <ab>&c.</ab> See √ <s>kaz</s>.<info hui="b"/>
mw						162680	batch_20260804	2026-08-04	human	new	text	¦ ill, evil, wrong, <ls>Mn.</ls>; <ls>MBh.</ls>; <ls>R.</ls>; <ls>Suśr.</ls> &c.<info lex="inh"/>	¦ ill, evil, wrong, <ls>Mn.</ls>; <ls>MBh.</ls>; <ls>R.</ls>; <ls>Suśr.</ls> <ab>&c.</ab><info lex="inh"/>
mw						162872	batch_20260804	2026-08-04	human	new	text	<s>kaseru</s> ¦ &c. See <s>kaSeru</s>, &c.	<s>kaseru</s> ¦ <ab>&c.</ab> See <s>kaSeru</s>, <ab>&c.</ab>
mw						162893	batch_20260804	2026-08-04	human	new	text	¦ musk, the animal perfume (supposed to come out of the navel of the musk-deer, and brought from <ns>Kaśmīr</ns>, <ns>Nepāl</ns>, Western Assam or Butan, the latter being the best), <ls>VarBṛS.</ls>; <ls>Pañcat.</ls>; <ls>Kathās.</ls> &c. (<ab>cf.</ab> <lang>Gk.</lang> <gk>κάστωρ</gk>.)<info lex="inh"/>	¦ musk, the animal perfume (supposed to come out of the navel of the musk-deer, and brought from <ns>Kaśmīr</ns>, <ns>Nepāl</ns>, Western Assam or Butan, the latter being the best), <ls>VarBṛS.</ls>; <ls>Pañcat.</ls>; <ls>Kathās.</ls> <ab>&c.</ab> (<ab>cf.</ab> <lang>Gk.</lang> <gk>κάστωρ</gk>.)<info lex="inh"/>
mw						162911	batch_20260804	2026-08-04	human	new	text	<s>kastUrI</s> ¦ <lex>f.</lex> musk, <ls>Sāh. 337, 3</ls>; <ls>Bhpr.</ls> &c.<info lex="f"/>	<s>kastUrI</s> ¦ <lex>f.</lex> musk, <ls>Sāh. 337, 3</ls>; <ls>Bhpr.</ls> <ab>&c.</ab><info lex="f"/>
mw						162932	batch_20260804	2026-08-04	human	new	text	<s>ka/smAt</s> ¦ <lex>ind.</lex> (<ab>abl.</ab> <ab>fr.</ab> <hom>2.</hom> <s>ka/</s>, <ls>AV.</ls> &c.) where from? whence? why? wherefore? <ls>MBh.</ls>; <ls>R.</ls>; <ls>Śak.</ls>; <ls>Pañcat.</ls> &c. (<ab>cf.</ab> <s>a-kasmAt</s>.)<info lex="ind"/>	<s>ka/smAt</s> ¦ <lex>ind.</lex> (<ab>abl.</ab> <ab>fr.</ab> <hom>2.</hom> <s>ka/</s>, <ls>AV.</ls> <ab>&c.</ab>) where from? whence? why? wherefore? <ls>MBh.</ls>; <ls>R.</ls>; <ls>Śak.</ls>; <ls>Pañcat.</ls> <ab>&c.</ab> (<ab>cf.</ab> <s>a-kasmAt</s>.)<info lex="ind"/>
mw						162962	batch_20260804	2026-08-04	human	new	text	<s>kahlAra</s> ¦ <lex>n.</lex> the white esculent water-lily (<bot>Nymphaea Lotus</bot>), <ls>MBh.</ls>; <ls>Suśr.</ls>; <ls>Ṛtus.</ls> &c. (<ab>cf.</ab> <s>kalhAra</s>.)<info lex="n"/>	<s>kahlAra</s> ¦ <lex>n.</lex> the white esculent water-lily (<bot>Nymphaea Lotus</bot>), <ls>MBh.</ls>; <ls>Suśr.</ls>; <ls>Ṛtus.</ls> <ab>&c.</ab> (<ab>cf.</ab> <s>kalhAra</s>.)<info lex="n"/>
mw						163293	batch_20260804	2026-08-04	human	new	text	<s>kAka—danta</s> ¦ <lex>m.</lex> ‘crow's tooth’, anything impossible or not existing, chimera (<ab>cf.</ab> <s>SaSa-vizARa</s>), <ls>Jyot.</ls> &c.<info lex="m"/>	<s>kAka—danta</s> ¦ <lex>m.</lex> ‘crow's tooth’, anything impossible or not existing, chimera (<ab>cf.</ab> <s>SaSa-vizARa</s>), <ls>Jyot.</ls> <ab>&c.</ab><info lex="m"/>
mw						163380	batch_20260804	2026-08-04	human	new	text	<s>kAka—puzwa</s> ¦ <lex>m.</lex> ‘crow-nourished’, the <bio>Kokila</bio> or Indian cuckoo (said to leave its eggs in the nest of the crow &c.), <ls>L.</ls><info lex="m"/>	<s>kAka—puzwa</s> ¦ <lex>m.</lex> ‘crow-nourished’, the <bio>Kokila</bio> or Indian cuckoo (said to leave its eggs in the nest of the crow <ab>&c.</ab>), <ls>L.</ls><info lex="m"/>
mw						163467	batch_20260804	2026-08-04	human	new	text	<s>kAka—ruhA</s> ¦ <lex>f.</lex> a parasitic plant (<bot>Epidendrum tesseloides</bot>, &c.), <ls>L.</ls><info lex="f"/>	<s>kAka—ruhA</s> ¦ <lex>f.</lex> a parasitic plant (<bot>Epidendrum tesseloides</bot>, <ab>&c.</ab>), <ls>L.</ls><info lex="f"/>
mw						163551	batch_20260804	2026-08-04	human	new	text	<s>kAkA<srs/>kzi—nyAyena</s> ¦ <lex>ind.</lex> in the manner of a crow's eye (said of a word which follows two rules), on this side and that, in such a way as to belong both to the preceding and subsequent <ab>Comm.</ab> on <ls>Lāṭy.</ls>; on <ls>Mn. iv, 83</ls> &c. <ab>Comm.</ab> on <ls>Naiṣ. i, 11</ls> (<s>˚kzi-golakanyAyAt</s>). <info lex="ind"/>	<s>kAkA<srs/>kzi—nyAyena</s> ¦ <lex>ind.</lex> in the manner of a crow's eye (said of a word which follows two rules), on this side and that, in such a way as to belong both to the preceding and subsequent <ab>Comm.</ab> on <ls>Lāṭy.</ls>; on <ls>Mn. iv, 83</ls> <ab>&c.</ab> <ab>Comm.</ab> on <ls>Naiṣ. i, 11</ls> (<s>˚kzi-golakanyAyAt</s>). <info lex="ind"/>
mw						163554	batch_20260804	2026-08-04	human	new	text	<s>kAkA<srs/>kzi—nyAyAt</s> ¦ <lex>ind.</lex> in the manner of a crow's eye (said of a word which follows two rules), on this side and that, in such a way as to belong both to the preceding and subsequent <ab>Comm.</ab> on <ls>Lāṭy.</ls>; on <ls>Mn. iv, 83</ls> &c. <ab>Comm.</ab> on <ls>Naiṣ. i, 11</ls> (<s>˚kzi-golakanyAyAt</s>). <info lex="ind"/>	<s>kAkA<srs/>kzi—nyAyAt</s> ¦ <lex>ind.</lex> in the manner of a crow's eye (said of a word which follows two rules), on this side and that, in such a way as to belong both to the preceding and subsequent <ab>Comm.</ab> on <ls>Lāṭy.</ls>; on <ls>Mn. iv, 83</ls> <ab>&c.</ab> <ab>Comm.</ab> on <ls>Naiṣ. i, 11</ls> (<s>˚kzi-golakanyAyAt</s>). <info lex="ind"/>
mw						163557	batch_20260804	2026-08-04	human	new	text	<s>kAkA<srs/>kzi—vat</s> ¦ <lex>ind.</lex> in the manner of a crow's eye (said of a word which follows two rules), on this side and that, in such a way as to belong both to the preceding and subsequent <ab>Comm.</ab> on <ls>Lāṭy.</ls>; on <ls>Mn. iv, 83</ls> &c. <ab>Comm.</ab> on <ls>Naiṣ. i, 11</ls> (<s>˚kzi-golakanyAyAt</s>). <info lex="ind"/>	<s>kAkA<srs/>kzi—vat</s> ¦ <lex>ind.</lex> in the manner of a crow's eye (said of a word which follows two rules), on this side and that, in such a way as to belong both to the preceding and subsequent <ab>Comm.</ab> on <ls>Lāṭy.</ls>; on <ls>Mn. iv, 83</ls> <ab>&c.</ab> <ab>Comm.</ab> on <ls>Naiṣ. i, 11</ls> (<s>˚kzi-golakanyAyAt</s>). <info lex="ind"/>
mw						163875	batch_20260804	2026-08-04	human	new	text	<s>kAku</s> ¦ <lex>f.</lex> a peculiar tone or change of the voice resulting from distress or fear or anger or grief &c., <ls>Uṇ. i, 1</ls>; <ls>Sāh.</ls><info lex="f"/>	<s>kAku</s> ¦ <lex>f.</lex> a peculiar tone or change of the voice resulting from distress or fear or anger or grief <ab>&c.</ab>, <ls>Uṇ. i, 1</ls>; <ls>Sāh.</ls><info lex="f"/>
mw						163971	batch_20260804	2026-08-04	human	new	text	<s>kAkola</s> ¦ <lex>m.</lex> a raven, <ls>Mn. v, 14</ls>; <ls>Yājñ. i, 174</ls> &c. (<ab>cf.</ab> <s>kAka</s> and <s>kAkAla</s>)<info lex="m"/>	<s>kAkola</s> ¦ <lex>m.</lex> a raven, <ls>Mn. v, 14</ls>; <ls>Yājñ. i, 174</ls> <ab>&c.</ab> (<ab>cf.</ab> <s>kAka</s> and <s>kAkAla</s>)<info lex="m"/>
mw						164159	batch_20260804	2026-08-04	human	new	text	¦ a loop, a string fastened to each end of a pole with a net in which burdens &c. are held or suspended, a yoke to support burdens &c. (= <s>Sikya</s>), <ls>L.</ls><info lex="inh"/>	¦ a loop, a string fastened to each end of a pole with a net in which burdens <ab>&c.</ab> are held or suspended, a yoke to support burdens <ab>&c.</ab> (= <s>Sikya</s>), <ls>L.</ls><info lex="inh"/>
mw						164240	batch_20260804	2026-08-04	human	new	text	¦ alkaline ashes &c., <ls>W.</ls><info lex="inh"/>	¦ alkaline ashes <ab>&c.</ab>, <ls>W.</ls><info lex="inh"/>
mw						164243	batch_20260804	2026-08-04	human	new	text	<s>kAcana</s> or <s>kAcanaka</s>, ¦ <lex>n.</lex> a string or tape or wrapper which ties or keeps together a parcel or bundle of papers or leaves of a manuscript &c., <ls>L.</ls> (<ab>cf.</ab> <s>kacela</s>.)<info lex="n"/>	<s>kAcana</s> or <s>kAcanaka</s>, ¦ <lex>n.</lex> a string or tape or wrapper which ties or keeps together a parcel or bundle of papers or leaves of a manuscript <ab>&c.</ab>, <ls>L.</ls> (<ab>cf.</ab> <s>kacela</s>.)<info lex="n"/>
mw						164566	batch_20260804	2026-08-04	human	new	text	¦ <ab>N.</ab> of an ancient city (one of the seven sacred cities of the <ns>Hindūs</ns>, now <ns>Koñjīvaram</ns>, not very far from <ns>Madras</ns> = <s>kAYcI-varam</s>, <s>-puram</s>, <ls>RTL. p. 446</ls>), <ls>VarBṛS.</ls>; <ls>BhP.</ls> &c.<info lex="inh"/>	¦ <ab>N.</ab> of an ancient city (one of the seven sacred cities of the <ns>Hindūs</ns>, now <ns>Koñjīvaram</ns>, not very far from <ns>Madras</ns> = <s>kAYcI-varam</s>, <s>-puram</s>, <ls>RTL. p. 446</ls>), <ls>VarBṛS.</ls>; <ls>BhP.</ls> <ab>&c.</ab><info lex="inh"/>
mw						165265	batch_20260804	2026-08-04	human	new	text	<s>kAtyAyana</s> ¦ <lex>m.</lex> ‘descendant of <s1>Kati</s1>’ (see <hom>2.</hom> <s>kati</s>), <ab>N.</ab> of the author of several treatises on ritual, grammar, &c., <ls>Hariv. 1461</ls> and <ls n="Hariv.">1768</ls>; <ls>R. ii, 67, 2</ls>; <ls>VPrāt.</ls>; <ls>Yājñ. i, 4</ls> (he is also author of the <s1>Vārttika</s1>s or critical annotations on the aphorisms of <s1>Pāṇini</s1>, of the <s1>Yajur-veda</s1> <s1>Prātiśākhya</s1>, and of the <s1>Śrauta-sūtra</s1>s, and is identified with <s1>Vara-ruci</s1>, the author of the <s1>Prākṛta-prakāśa</s1>)<info lex="m"/>	<s>kAtyAyana</s> ¦ <lex>m.</lex> ‘descendant of <s1>Kati</s1>’ (see <hom>2.</hom> <s>kati</s>), <ab>N.</ab> of the author of several treatises on ritual, grammar, <ab>&c.</ab>, <ls>Hariv. 1461</ls> and <ls n="Hariv.">1768</ls>; <ls>R. ii, 67, 2</ls>; <ls>VPrāt.</ls>; <ls>Yājñ. i, 4</ls> (he is also author of the <s1>Vārttika</s1>s or critical annotations on the aphorisms of <s1>Pāṇini</s1>, of the <s1>Yajur-veda</s1> <s1>Prātiśākhya</s1>, and of the <s1>Śrauta-sūtra</s1>s, and is identified with <s1>Vara-ruci</s1>, the author of the <s1>Prākṛta-prakāśa</s1>)<info lex="m"/>
mw						165551	batch_20260804	2026-08-04	human	new	text	¦ a stone (<ab>cf.</ab> <s>sUrya-k˚</s>, &c.), <ls>L.</ls><info lex="inh"/>	¦ a stone (<ab>cf.</ab> <s>sUrya-k˚</s>, <ab>&c.</ab>), <ls>L.</ls><info lex="inh"/>
mw						165827	batch_20260804	2026-08-04	human	new	text	<s>kAndava</s> ¦ <lex>mfn.</lex> (<ab>fr.</ab> <s>kandu</s>), roasted or baked in an iron pan or oven (as bread cakes &c.), <ls>W.</ls><info lex="m:f:n"/>	<s>kAndava</s> ¦ <lex>mfn.</lex> (<ab>fr.</ab> <s>kandu</s>), roasted or baked in an iron pan or oven (as bread cakes <ab>&c.</ab>), <ls>W.</ls><info lex="m:f:n"/>
mw						165848	batch_20260804	2026-08-04	human	new	text	<s>kAMdiSIka</s> ¦ <lex>mfn.</lex> running away, <ls>MBh. ix, 134</ls>; <ls>Rājat.</ls> &c.<info lex="m:f:n"/>	<s>kAMdiSIka</s> ¦ <lex>mfn.</lex> running away, <ls>MBh. ix, 134</ls>; <ls>Rājat.</ls> <ab>&c.</ab><info lex="m:f:n"/>
mw						165857	batch_20260804	2026-08-04	human	new	text	<s>kAnyakubja</s> ¦ <lex>n.</lex> <ab>N.</ab> of a city (= <s>kanya-kubja</s>, <ab>q.v.</ab>), <ls>MBh.</ls>; <ls>R.</ls>; <ls>BhP.</ls> &c.<info lex="n"/>	<s>kAnyakubja</s> ¦ <lex>n.</lex> <ab>N.</ab> of a city (= <s>kanya-kubja</s>, <ab>q.v.</ab>), <ls>MBh.</ls>; <ls>R.</ls>; <ls>BhP.</ls> <ab>&c.</ab><info lex="n"/>
mw						165941	batch_20260804	2026-08-04	human	new	text	<s>kApAlika</s> ¦ <lex>m.</lex> a kind of <s1>Śaiva</s1> ascetic who carries a human skull and uses it as a receptacle for his food (he belongs to the left-hand sect), <ls>VarBṛS.</ls>; <ls>Bhartṛ. i, 64</ls>; <ls>Prab. liii, 5</ls>; <ls>Kathās.</ls> &c.<info lex="m"/>	<s>kApAlika</s> ¦ <lex>m.</lex> a kind of <s1>Śaiva</s1> ascetic who carries a human skull and uses it as a receptacle for his food (he belongs to the left-hand sect), <ls>VarBṛS.</ls>; <ls>Bhartṛ. i, 64</ls>; <ls>Prab. liii, 5</ls>; <ls>Kathās.</ls> <ab>&c.</ab><info lex="m"/>
mw						166217	batch_20260804	2026-08-04	human	new	text	<s>kA/ma</s> ¦ <lex>m.</lex> (<ab>fr.</ab> √ <hom>2.</hom> <s>kam</s>; once <s>kAma/</s>, <ls>VS. xx, 60</ls>), wish, desire, longing (<s>kAmo me BuYjIta BavAn</s>, my wish is that you should eat, <ls>Pāṇ. iii, 3, 153</ls>), desire for, longing after (<ab>gen.</ab> <ab>dat.</ab>, or <ab>loc.</ab>), love, affection, object of desire or of love or of pleasure, <ls>RV.</ls>; <ls>VS.</ls>; <ls>TS.</ls>; <ls>AV.</ls>; <ls>ŚBr.</ls>; <ls>MBh.</ls>; <ls>R.</ls> &c.<info lex="m"/><info hui="b"/>	<s>kA/ma</s> ¦ <lex>m.</lex> (<ab>fr.</ab> √ <hom>2.</hom> <s>kam</s>; once <s>kAma/</s>, <ls>VS. xx, 60</ls>), wish, desire, longing (<s>kAmo me BuYjIta BavAn</s>, my wish is that you should eat, <ls>Pāṇ. iii, 3, 153</ls>), desire for, longing after (<ab>gen.</ab> <ab>dat.</ab>, or <ab>loc.</ab>), love, affection, object of desire or of love or of pleasure, <ls>RV.</ls>; <ls>VS.</ls>; <ls>TS.</ls>; <ls>AV.</ls>; <ls>ŚBr.</ls>; <ls>MBh.</ls>; <ls>R.</ls> <ab>&c.</ab><info lex="m"/><info hui="b"/>
mw						166346	batch_20260804	2026-08-04	human	new	text	<s>kAma—kA˚reRa</s> ¦ <lex>ind.</lex> according to one's desires or inclinations, willingly, spontaneously, <ls>Mn.</ls>; <ls>MBh.</ls> &c.<info lex="ind"/>	<s>kAma—kA˚reRa</s> ¦ <lex>ind.</lex> according to one's desires or inclinations, willingly, spontaneously, <ls>Mn.</ls>; <ls>MBh.</ls> <ab>&c.</ab><info lex="ind"/>
mw						166349	batch_20260804	2026-08-04	human	new	text	<s>kAma—kA˚rAt</s> ¦ <lex>ind.</lex> according to one's desires or inclinations, willingly, spontaneously, <ls>Mn.</ls>; <ls>MBh.</ls> &c.<info lex="ind"/>	<s>kAma—kA˚rAt</s> ¦ <lex>ind.</lex> according to one's desires or inclinations, willingly, spontaneously, <ls>Mn.</ls>; <ls>MBh.</ls> <ab>&c.</ab><info lex="ind"/>
mw						166352	batch_20260804	2026-08-04	human	new	text	<s>kAma—kA˚ra-tas</s> ¦ <lex>ind.</lex> according to one's desires or inclinations, willingly, spontaneously, <ls>Mn.</ls>; <ls>MBh.</ls> &c.<info lex="ind"/>	<s>kAma—kA˚ra-tas</s> ¦ <lex>ind.</lex> according to one's desires or inclinations, willingly, spontaneously, <ls>Mn.</ls>; <ls>MBh.</ls> <ab>&c.</ab><info lex="ind"/>
mw						166565	batch_20260804	2026-08-04	human	new	text	<s>kAma—da</s> ¦ <lex>mf(<s>A</s>)n.</lex> giving what is wished, granting desires, <ls>R.</ls>; <ls>Kathās.</ls> &c.<info lex="m:f#A:n"/><listinfo n="sup"/>	<s>kAma—da</s> ¦ <lex>mf(<s>A</s>)n.</lex> giving what is wished, granting desires, <ls>R.</ls>; <ls>Kathās.</ls> <ab>&c.</ab><info lex="m:f#A:n"/><listinfo n="sup"/>
mw						166625	batch_20260804	2026-08-04	human	new	text	<s>kAma—du/Ga</s> ¦ <lex>mf(<s>A</s>)n.</lex> (<ls>Pāṇ. iii, 2, 70</ls>, <ls>Kāś.</ls>) ‘milking desires’, yielding objects of desire like milk, yielding what one wishes, <ls>VS.</ls>; <ls>TS.</ls>; <ls>AV.</ls>; <ls>ŚBr.</ls>; <ls>MBh.</ls> &c., <ls>Bālar.</ls><info lex="m:f#A:n"/>	<s>kAma—du/Ga</s> ¦ <lex>mf(<s>A</s>)n.</lex> (<ls>Pāṇ. iii, 2, 70</ls>, <ls>Kāś.</ls>) ‘milking desires’, yielding objects of desire like milk, yielding what one wishes, <ls>VS.</ls>; <ls>TS.</ls>; <ls>AV.</ls>; <ls>ŚBr.</ls>; <ls>MBh.</ls> <ab>&c.</ab>, <ls>Bālar.</ls><info lex="m:f#A:n"/>
mw						166634	batch_20260804	2026-08-04	human	new	text	<s>kAma—duh</s> ¦ <lex>mfn.</lex> (<ab>nom.</ab> <ab>sg.</ab> <s>-Duk</s>) <ab>id.</ab>, <ls>MBh.</ls> &c.<info lex="m:f:n"/>	<s>kAma—duh</s> ¦ <lex>mfn.</lex> (<ab>nom.</ab> <ab>sg.</ab> <s>-Duk</s>) <ab>id.</ab>, <ls>MBh.</ls> <ab>&c.</ab><info lex="m:f:n"/>
mw						166868	batch_20260804	2026-08-04	human	new	text	<s>kAma—rUpa</s> ¦ <lex>m. <ab>pl.</ab></lex> <ab>N.</ab> of a people and of their country (east of Bengal and in the west part of Assam), <ls>Ragh.</ls>; <ls>Kathās.</ls> &c.<info lex="m"/>	<s>kAma—rUpa</s> ¦ <lex>m. <ab>pl.</ab></lex> <ab>N.</ab> of a people and of their country (east of Bengal and in the west part of Assam), <ls>Ragh.</ls>; <ls>Kathās.</ls> <ab>&c.</ab><info lex="m"/>
mw						167330	batch_20260804	2026-08-04	human	new	text	<s>kAmo<srs/>daka</s> ¦ <lex>n.</lex> a voluntary oblation of water to deceased friends &c. (exclusive of those for whom it is obligatory), <ls>PārGṛ. iii, 10</ls>; <ls>Yājñ. iii, 4.</ls><info lex="n"/>	<s>kAmo<srs/>daka</s> ¦ <lex>n.</lex> a voluntary oblation of water to deceased friends <ab>&c.</ab> (exclusive of those for whom it is obligatory), <ls>PārGṛ. iii, 10</ls>; <ls>Yājñ. iii, 4.</ls><info lex="n"/>
mw						167363	batch_20260804	2026-08-04	human	new	text	<s>kA/mam</s> ¦ <lex>ind.</lex> (<ab>acc.</ab> of <s>kA/ma</s>, <ab>g.</ab> <s>svarA<srs/>di</s>, not in <ls>Kāś.</ls>) according to wish or desire, according to inclination, agreeably to desire, at will, freely, willingly, <ls>RV.</ls>; <ls>TS.</ls>; <ls>AitBr.</ls>; <ls>ŚBr.</ls>; <ls>ChUp.</ls>; <ls>MBh.</ls>; <ls>R.</ls> &c.<info lex="ind"/><info hui="b"/>	<s>kA/mam</s> ¦ <lex>ind.</lex> (<ab>acc.</ab> of <s>kA/ma</s>, <ab>g.</ab> <s>svarA<srs/>di</s>, not in <ls>Kāś.</ls>) according to wish or desire, according to inclination, agreeably to desire, at will, freely, willingly, <ls>RV.</ls>; <ls>TS.</ls>; <ls>AitBr.</ls>; <ls>ŚBr.</ls>; <ls>ChUp.</ls>; <ls>MBh.</ls>; <ls>R.</ls> <ab>&c.</ab><info lex="ind"/><info hui="b"/>
mw						167378	batch_20260804	2026-08-04	human	new	text	¦ granted that, in spite of that, notwithstanding, <ls>R. iv, 16, 50</ls>; <ls>Pañcat.</ls> &c.<info lex="inh"/>	¦ granted that, in spite of that, notwithstanding, <ls>R. iv, 16, 50</ls>; <ls>Pañcat.</ls> <ab>&c.</ab><info lex="inh"/>
mw						167515	batch_20260804	2026-08-04	human	new	text	¦ amorous, enamoured, in love with (<ab>acc.</ab> or with <s>saha</s> or <s>sA<srs/>rDam</s>), <ls>RV.</ls>; <ls>AV.</ls>; <ls>ŚāṅkhŚr.</ls>; <ls>MBh.</ls>; <ls>R.</ls>; <ls>Śak.</ls> &c.<info lex="inh"/>	¦ amorous, enamoured, in love with (<ab>acc.</ab> or with <s>saha</s> or <s>sA<srs/>rDam</s>), <ls>RV.</ls>; <ls>AV.</ls>; <ls>ŚāṅkhŚr.</ls>; <ls>MBh.</ls>; <ls>R.</ls>; <ls>Śak.</ls> <ab>&c.</ab><info lex="inh"/>
