dict	L	pc_page	pc_col	k1	k2	line	batch	batch_date	process	directive	tag_context	old	new
mw	66884	363	3	go	go/	227999	batch_20240623	2024-06-23	human	new	text	<ab>instr.</ab> <s>go/Bis</s> <ab>dat.</ab> <ab>abl.</ab> <s>go/Byas</s>, <ab>gen.</ab> <s>ga/vAm</s> [once at the end of a <s1 slp1="pAda">Pāda</s1>, <ls>RV. iv, 1, 19</ls>] and [in <ls>RV.</ls> at the end of <s1 slp1="pAda">Pāda</s1>s only <ab>cf.</ab> <ls>Pāṇ. vii, 1, 57</ls>] <s>go/nAm</s> <ab>loc.</ab> <s>go/zu</s>) <lex>m.</lex> an ox <lex type="hw">f.</lex> a cow, (<ab>pl.</ab>) cattle, kine, herd of cattle, <ls>RV.</ls> &c. (in <ab>comp.</ab> before vowels [<ab>cf.</ab> <ls>Pāṇ. vi, 1, 122 ff.</ls>] <s>gav</s>, <s>gava</s>, <ab>qq.vv.</ab>;	<ab>instr.</ab> <s>go/Bis</s> <ab>dat.</ab> <ab>abl.</ab> <s>go/Byas</s>, <ab>gen.</ab> <s>ga/vAm</s> [once at the end of a <s1 slp1="pAda">Pāda</s1>, <ls>RV. iv, 1, 19</ls>] and [in <ls>RV.</ls> at the end of <s1 slp1="pAda">Pāda</s1>s only, <ab>cf.</ab> <ls>Pāṇ. vii, 1, 57</ls>] <s>go/nAm</s> <ab>loc.</ab> <s>go/zu</s>) <lex>m.</lex> an ox <lex type="hw">f.</lex> a cow, (<ab>pl.</ab>) cattle, kine, herd of cattle, <ls>RV.</ls> &c. (in <ab>comp.</ab> before vowels [<ab>cf.</ab> <ls>Pāṇ. vi, 1, 122 ff.</ls>] <s>gav</s>, <s>gava</s>, <ab>qq.vv.</ab>;
mw	67012	364	2	gocarman	go—carman	228505	batch_20240623	2024-06-23	human	new	text	¦ a particular measure of surface (a place large enough for the range of 100 cows, one bull, and their calves, <ls>Gṛhyās.</ls>; or a place ten times as large, <ls>Parāś. xii</ls>; a place 300 feet long by 10 broad, <ls>W.</ls>; or a place 30 <s1 slp1="daRqa">Daṇḍa</s1>s long by 1 <s1 slp1="daRqa">Daṇḍa</s1> and 7 <s1 slp1="hasta">Hasta</s1>s broad, <ls>Bṛhasp.</ls> [<ls>MBh. xiii, 3121</ls>, <ab>Sch.</ab>]; it is also defined as an extent of land sufficient to support a man for a year, <ls>Viṣṇ. v, 181 ff.</ls>; originally probably a piece of land large enough to be encompassed by straps of leather from a cow's hide <ab>cf.</ab> <ls>ŚBr. i, 2, 5, 2</ls>), <ls>MBh. xiii, 3121</ls>; <ls>Hcat. i, 3, 864 ff.</ls>; <ls n="Hcat.">ii, 1</ls>; <ls>BṛNārP. xxxiv, 43.</ls><info lex="inh"/>	¦ a particular measure of surface (a place large enough for the range of 100 cows, one bull, and their calves, <ls>Gṛhyās.</ls>; or a place ten times as large, <ls>Parāś. xii</ls>; a place 300 feet long by 10 broad, <ls>W.</ls>; or a place 30 <s1 slp1="daRqa">Daṇḍa</s1>s long by 1 <s1 slp1="daRqa">Daṇḍa</s1> and 7 <s1 slp1="hasta">Hasta</s1>s broad, <ls>Bṛhasp.</ls> [<ls>MBh. xiii, 3121</ls>, <ab>Sch.</ab>]; it is also defined as an extent of land sufficient to support a man for a year, <ls>Viṣṇ. v, 181 ff.</ls>; originally probably a piece of land large enough to be encompassed by straps of leather from a cow's hide, <ab>cf.</ab> <ls>ŚBr. i, 2, 5, 2</ls>), <ls>MBh. xiii, 3121</ls>; <ls>Hcat. i, 3, 864 ff.</ls>; <ls n="Hcat.">ii, 1</ls>; <ls>BṛNārP. xxxiv, 43.</ls><info lex="inh"/>
mw	67016	364	2	gocArin	go—cArin	228520	batch_20240623	2024-06-23	human	new	text	<s>go—cArin</s> ¦ <lex>mfn.</lex> one who seeks his nourishment like a cow, seeking food with the mouth (said of certain <s1 slp1="yati">Yati</s1>s <ab>cf.</ab> <s>mfga-c°</s>), <ls>MBh. xiii, 647</ls> (<ab>cf.</ab> <ls n="MBh.">i, 3644</ls>.)<info lex="m:f:n"/>	<s>go—cArin</s> ¦ <lex>mfn.</lex> one who seeks his nourishment like a cow, seeking food with the mouth (said of certain <s1 slp1="yati">Yati</s1>s, <ab>cf.</ab> <s>mfga-c°</s>), <ls>MBh. xiii, 647</ls> (<ab>cf.</ab> <ls n="MBh.">i, 3644</ls>.)<info lex="m:f:n"/>
mw	67082	364	3	gotraBid	go—tra—Bi/d	228772	batch_20240623	2024-06-23	human	new	text	<s>go—tra—Bi/d</s> ¦ <lex>m.</lex> ‘splitting the mountains (with his thunderbolt <ab>cf.</ab> <s>adri-Bi/d</s>)’, <s1 slp1="indra">Indra</s1>, <ls>Ragh.</ls>; <ls>Kum. ii, 52</ls><info lex="m"/>	<s>go—tra—Bi/d</s> ¦ <lex>m.</lex> ‘splitting the mountains (with his thunderbolt, <ab>cf.</ab> <s>adri-Bi/d</s>)’, <s1 slp1="indra">Indra</s1>, <ls>Ragh.</ls>; <ls>Kum. ii, 52</ls><info lex="m"/>
mw	67541	366	3	govarDana	go—varDana	230273	batch_20240623	2024-06-23	human	new	text	<s>go—varDana</s> ¦ <lex>m.</lex> a celebrated hill in <s1 slp1="vfndAvana">Vṛndāvana</s1> near <s1 slp1="maTurA">Mathurā</s1> (lifted up and supported by <s1 slp1="kfzRa">Kṛṣṇa</s1> upon one finger for 7 days to shelter the cowherds from a storm of rain sent by <s1 slp1="indra">Indra</s1> to test <s1 slp1="kfzRa">Kṛṣṇa</s1>'s divinity <ab>cf.</ab> <ls>RTL. p. 113</ls>), <ls>Inscr.</ls>; <ls>MBh. ii, 1441</ls>; <ls n="MBh.">v, 4410</ls>; <ls>Hariv.</ls>; <ls>Ragh.</ls> &c.<info lex="m"/>	<s>go—varDana</s> ¦ <lex>m.</lex> a celebrated hill in <s1 slp1="vfndAvana">Vṛndāvana</s1> near <s1 slp1="maTurA">Mathurā</s1> (lifted up and supported by <s1 slp1="kfzRa">Kṛṣṇa</s1> upon one finger for 7 days to shelter the cowherds from a storm of rain sent by <s1 slp1="indra">Indra</s1> to test <s1 slp1="kfzRa">Kṛṣṇa</s1>'s divinity, <ab>cf.</ab> <ls>RTL. p. 113</ls>), <ls>Inscr.</ls>; <ls>MBh. ii, 1441</ls>; <ls n="MBh.">v, 4410</ls>; <ls>Hariv.</ls>; <ls>Ragh.</ls> &c.<info lex="m"/>
mw	71221.05	384	3	caturdaSaguRa	catur—daSa-guRa	242172	batch_20240623	2024-06-23	human	new	text	<s>catur—da°Sa-guRa</s> ¦ <lex>mfn.</lex> having 14 merits <ab>cf.</ab> <ab>Sch.</ab> on <ls>R. (B) iv, 54, 2</ls> & <ls>MBh. ii, 5, 21</ls><info lex="m:f:n"/>	<s>catur—da°Sa-guRa</s> ¦ <lex>mfn.</lex> having 14 merits, <ab>cf.</ab> <ab>Sch.</ab> on <ls>R. (B) iv, 54, 2</ls> & <ls>MBh. ii, 5, 21</ls><info lex="m:f:n"/>
mw	71412	385	3	catuzpaTa	catuz—paTa/	242967	batch_20240623	2024-06-23	human	new	text	<s>catuz—paTa/</s> ¦ <lex>m.</lex> ‘walking the 4 paths (<ab>i.e.</ab> <s1 slp1="ASrama">Āśrama</s1>s <ab>cf.</ab> <s>catur-ASramin</s>)’, a <ns>Brāhman</ns>, <ls>L.</ls><info lex="m"/>	<s>catuz—paTa/</s> ¦ <lex>m.</lex> ‘walking the 4 paths (<ab>i.e.</ab> <s1 slp1="ASrama">Āśrama</s1>s, <ab>cf.</ab> <s>catur-ASramin</s>)’, a <ns>Brāhman</ns>, <ls>L.</ls><info lex="m"/>
mw	71807	387	2	candravaMSa	candra—vaMSa	244284	batch_20240623	2024-06-23	human	new	text	<s>candra—vaMSa</s> ¦ <lex>m.</lex> the lunar race of kings (2nd great line of royal dynasties, the progenitor of which was <s1 slp1="soma">Soma</s1> the Moon, child of the <s1 slp1="fzi">Ṛṣi</s1> <s1 slp1="atri">Atri</s1> and father of <s1 slp1="buDa">Budha</s1> [Mercury <ab>cf.</ab> <s>candra-ja</s>];	<s>candra—vaMSa</s> ¦ <lex>m.</lex> the lunar race of kings (2nd great line of royal dynasties, the progenitor of which was <s1 slp1="soma">Soma</s1> the Moon, child of the <s1 slp1="fzi">Ṛṣi</s1> <s1 slp1="atri">Atri</s1> and father of <s1 slp1="buDa">Budha</s1> [Mercury, <ab>cf.</ab> <s>candra-ja</s>];
mw	74913.1	401	3	ced	ce/d	254350	batch_20240623	2024-06-23	human	new	text	¦ ‘when’ (the verb being accentuated <ab>cf.</ab> <ls>Pāṇ. viii, 1, 30</ls>), <ls>RV. vii, 74, 4</ls>; <ls n="RV.">viii, 79, 5</ls>; <ls n="RV.">x, 109, 3</ls>; <ls>AV. v, 17, 8</ls><info lex="inh"/>	¦ ‘when’ (the verb being accentuated, <ab>cf.</ab> <ls>Pāṇ. viii, 1, 30</ls>), <ls>RV. vii, 74, 4</ls>; <ls n="RV.">viii, 79, 5</ls>; <ls n="RV.">x, 109, 3</ls>; <ls>AV. v, 17, 8</ls><info lex="inh"/>
mw	74913.2	401	3	ced	ce/d	254353	batch_20240623	2024-06-23	human	new	text	¦ ‘if’ (the verb being accentuated <ab>cf.</ab> <ls>Pāṇ. viii, 1, 30</ls>; with <ab>pr.</ab> [<ls>AV. xii, 4, 21</ls>; <ls>ŚBr.</ls> &c.; <ab>cf.</ab> <ls>Pāṇ. iii, 3, 8</ls> f. & <ls n="Pāṇ. iii, 3">132</ls>, <ls>Kāś.</ls>] <ab>Subj.</ab> [<ls>AV. vi, 122, 2</ls>], <ab>Pot.</ab> [<ls n="AV.">xii, 4, 48</ls>; <ls>ŚBr. xiv</ls>; <ls>Mn.</ls> &c. (for <ab>Cond.</ab>, <ls>MBh. v, 960</ls> & <ls>Rājat. v, 478</ls>); <ab>cf.</ab> <ls>Pāṇ. iii, 3, 9</ls> and <ls n="Pāṇ. iii, 3">156</ls>, <ls>Kāś.</ls>], <ab>perf.</ab> [<ls>AV. vi, 51, 3</ls>; <ls>MBh. xii, 986 ff.</ls>; <ab>perf.</ab> <ab>p.</ab>, <ls>Pāṇ. iii, 3, 132</ls>, <ls>Kāś.</ls>], <ab>aor.</ab> [<ls>AV. iv, 28, 4</ls>; <ls n="AV.">xii, 4, 18</ls>; <ab>cf.</ab> <ls>Pāṇ. iii, 3, 132</ls>, <ls>Kāś.</ls>], <ab>fut.</ab> [<ls>ŚBr. i</ls>, <ls n="ŚBr.">xiv</ls>; <ls>MBh.</ls>; <ls>R.</ls>; <ls>Śak.</ls>; <ab>cf.</ab> <ls>Pāṇ. iii, 3, 8 f.</ls>; <ls n="Pāṇ. iii, 3">132 f.</ls> and <ls n="Pāṇ. iii, 3">156</ls>, <ls>Kāś.</ls>], <ab>Cond.</ab> [<ls>MBh. vii, 3423</ls>; <ls>Śak.</ls>; <ab>cf.</ab> <ls>Pāṇ. iii, 3, 139</ls>, <ls>Kāś.</ls>], <ab>perf.</ab> or <ab>fut.</ab> <ab>Pass.</ab> <ab>p.</ab> or with an auxiliary verb to be supplied, <ls>AV. ix, 5, 6</ls>; <ls n="AV.">xii, 2, 36</ls>; <ls>KātyŚr.</ls>; <ls>Mn.</ls> &c.)<info lex="inh"/>	¦ ‘if’ (the verb being accentuated, <ab>cf.</ab> <ls>Pāṇ. viii, 1, 30</ls>; with <ab>pr.</ab> [<ls>AV. xii, 4, 21</ls>; <ls>ŚBr.</ls> &c.; <ab>cf.</ab> <ls>Pāṇ. iii, 3, 8</ls> f. & <ls n="Pāṇ. iii, 3">132</ls>, <ls>Kāś.</ls>] <ab>Subj.</ab> [<ls>AV. vi, 122, 2</ls>], <ab>Pot.</ab> [<ls n="AV.">xii, 4, 48</ls>; <ls>ŚBr. xiv</ls>; <ls>Mn.</ls> &c. (for <ab>Cond.</ab>, <ls>MBh. v, 960</ls> & <ls>Rājat. v, 478</ls>); <ab>cf.</ab> <ls>Pāṇ. iii, 3, 9</ls> and <ls n="Pāṇ. iii, 3">156</ls>, <ls>Kāś.</ls>], <ab>perf.</ab> [<ls>AV. vi, 51, 3</ls>; <ls>MBh. xii, 986 ff.</ls>; <ab>perf.</ab> <ab>p.</ab>, <ls>Pāṇ. iii, 3, 132</ls>, <ls>Kāś.</ls>], <ab>aor.</ab> [<ls>AV. iv, 28, 4</ls>; <ls n="AV.">xii, 4, 18</ls>; <ab>cf.</ab> <ls>Pāṇ. iii, 3, 132</ls>, <ls>Kāś.</ls>], <ab>fut.</ab> [<ls>ŚBr. i</ls>, <ls n="ŚBr.">xiv</ls>; <ls>MBh.</ls>; <ls>R.</ls>; <ls>Śak.</ls>; <ab>cf.</ab> <ls>Pāṇ. iii, 3, 8 f.</ls>; <ls n="Pāṇ. iii, 3">132 f.</ls> and <ls n="Pāṇ. iii, 3">156</ls>, <ls>Kāś.</ls>], <ab>Cond.</ab> [<ls>MBh. vii, 3423</ls>; <ls>Śak.</ls>; <ab>cf.</ab> <ls>Pāṇ. iii, 3, 139</ls>, <ls>Kāś.</ls>], <ab>perf.</ab> or <ab>fut.</ab> <ab>Pass.</ab> <ab>p.</ab> or with an auxiliary verb to be supplied, <ls>AV. ix, 5, 6</ls>; <ls n="AV.">xii, 2, 36</ls>; <ls>KātyŚr.</ls>; <ls>Mn.</ls> &c.)<info lex="inh"/>
mw	77267.4	412	2	jambu	jambu	261887	batch_20240623	2024-06-23	human	new	text	¦ <ab>N.</ab> of a fabulous river (flowing from the mountain <s1 slp1="meru">Meru</s1>; formed by the juice of the fruits of the immense <s1 slp1="jambu">Jambu</s1> tree on that mountain <ab>cf.</ab> <ls>MBh. vi, 277 f.</ls>), <ls>BhP. v, 20, 2</ls><info lex="inh"/>	¦ <ab>N.</ab> of a fabulous river (flowing from the mountain <s1 slp1="meru">Meru</s1>; formed by the juice of the fruits of the immense <s1 slp1="jambu">Jambu</s1> tree on that mountain, <ab>cf.</ab> <ls>MBh. vi, 277 f.</ls>), <ls>BhP. v, 20, 2</ls><info lex="inh"/>
mw	79169	420	2	jAha	jAha	267973	batch_20240623	2024-06-23	human	new	text	<s>jAha</s> ¦ <lex>n.</lex> <ab>ifc.</ab> (<ab>g.</ab> <hom>2.</hom> <s>karRA<srs/>di</s>) the root or point of issue of certain parts of the body <ab>cf.</ab> <s>akzi-</s>, (<s>Asya-</s>), <s>ozWa-</s>, <s>karRa-</s>, <s>keSa-</s>, <s>gulPa-</s>, <s>danta-</s>, <s>naKa-</s>, <s>pAda-</s>, <s>pfzWa-</s>, <s>BrU-</s>, <s>muKa-</s>.<info lex="n"/>	<s>jAha</s> ¦ <lex>n.</lex> <ab>ifc.</ab> (<ab>g.</ab> <hom>2.</hom> <s>karRA<srs/>di</s>) the root or point of issue of certain parts of the body, <ab>cf.</ab> <s>akzi-</s>, (<s>Asya-</s>), <s>ozWa-</s>, <s>karRa-</s>, <s>keSa-</s>, <s>gulPa-</s>, <s>danta-</s>, <s>naKa-</s>, <s>pAda-</s>, <s>pfzWa-</s>, <s>BrU-</s>, <s>muKa-</s>.<info lex="n"/>
mw	79195	420	3	jit	jit	268066	batch_20240623	2024-06-23	human	new	text	<s>jit</s> <hom>a</hom> ¦ <lex>mfn.</lex> <ab>ifc.</ab> (<ls>Pāṇ. iii, 2, 61</ls>) winning, acquiring <ab>cf.</ab> <s>go-</s> and <s>svar-jit</s>, <s>svarga-</s> &c.<info lex="m:f:n"/>	<s>jit</s> <hom>a</hom> ¦ <lex>mfn.</lex> <ab>ifc.</ab> (<ls>Pāṇ. iii, 2, 61</ls>) winning, acquiring, <ab>cf.</ab> <s>go-</s> and <s>svar-jit</s>, <s>svarga-</s> &c.<info lex="m:f:n"/>
mw	79196	420	3	jit	jit	268069	batch_20240623	2024-06-23	human	new	text	¦ conquering <ab>cf.</ab> <s>aBimAti-ji/t</s>, <s>Satru-</s>, &c.<info lex="inh"/>	¦ conquering, <ab>cf.</ab> <s>aBimAti-ji/t</s>, <s>Satru-</s>, &c.<info lex="inh"/>
mw	79197	420	3	jit	jit	268072	batch_20240623	2024-06-23	human	new	text	¦ (in <ab>med.</ab>) removing <ab>cf.</ab> <s>kAsa-</s> &c.<info lex="inh"/>	¦ (in <ab>med.</ab>) removing, <ab>cf.</ab> <s>kAsa-</s> &c.<info lex="inh"/>
mw	81742	432	2	taRqu	taRqu	276475	batch_20240623	2024-06-23	human	new	text	<s>taRqu</s> ¦ <lex>m.</lex> <ab>N.</ab> of an attendant of <s1 slp1="Siva">Śiva</s1> (<s1 slp1="Barata">Bharata</s1>'s teacher in the art of dancing <ab>cf.</ab> <s>tARqava</s>). <info lex="m"/>	<s>taRqu</s> ¦ <lex>m.</lex> <ab>N.</ab> of an attendant of <s1 slp1="Siva">Śiva</s1> (<s1 slp1="Barata">Bharata</s1>'s teacher in the art of dancing, <ab>cf.</ab> <s>tARqava</s>). <info lex="m"/>
mw	81881	433	1	tattvaboDinI	tat—tva—boDinI	276931	batch_20240623	2024-06-23	human	new	text	¦ truth-teaching <ab>cf.</ab> <ls>RTL. p. 492</ls> and <ls n="RTL. p.">509</ls><info lex="inh"/>	¦ truth-teaching, <ab>cf.</ab> <ls>RTL. p. 492</ls> and <ls n="RTL. p.">509</ls><info lex="inh"/>
mw	82126.1	434	2	tadDita	tad—Dita	277812	batch_20240623	2024-06-23	human	new	text	<s>tad—Dita</s> ¦ <lex>m.</lex> (<ab>scil.</ab> <s>pratyaya</s>) an affix forming nouns from other nouns (opposed to <hom>1.</hom> <s>kft</s>), noun formed thus, derivative noun (<s>tad-Dita</s> <lex type="hwalt">mfn.</lex> ‘good for that or him’, is one of the meanings peculiar to derivative, nouns <ab>cf.</ab> <s>mOdakika</s> &c.), <ls>Nir. ii, 2</ls>; <ls>Prāt.</ls>; <ls>Pāṇ.</ls>; <ls>ŚāṅkhGṛ.</ls>; <ls>PārGṛ.</ls>; <ls>Gobh. ii, 8, 15</ls> (also <s>a—tad-Dita</s> <ab>neg.</ab> <lex type="phw">mfn.</lex> ‘having no <s1 slp1="tadDita">Taddhita</s1> affix’)<info phwchild="2508.1"/><info lex="m:f:n"/>	<s>tad—Dita</s> ¦ <lex>m.</lex> (<ab>scil.</ab> <s>pratyaya</s>) an affix forming nouns from other nouns (opposed to <hom>1.</hom> <s>kft</s>), noun formed thus, derivative noun (<s>tad-Dita</s> <lex type="hwalt">mfn.</lex> ‘good for that or him’, is one of the meanings peculiar to derivative nouns, <ab>cf.</ab> <s>mOdakika</s> &c.), <ls>Nir. ii, 2</ls>; <ls>Prāt.</ls>; <ls>Pāṇ.</ls>; <ls>ŚāṅkhGṛ.</ls>; <ls>PārGṛ.</ls>; <ls>Gobh. ii, 8, 15</ls> (also <s>a—tad-Dita</s> <ab>neg.</ab> <lex type="phw">mfn.</lex> ‘having no <s1 slp1="tadDita">Taddhita</s1> affix’)<info phwchild="2508.1"/><info lex="m:f:n"/>
mw	82205	434	3	tanmAtra	tan—mAtra	278061	batch_20240623	2024-06-23	human	new	text	¦ a rudimentary or subtle element (5 in number, <ab>viz.</ab> <s>Sabda-</s>, <s>sparSa-</s>, <s>rUpa-</s>, <s>rasa-</s>, <s>ganDa-</s>, from which the 5 <s1 slp1="mahA-BUta">Mahā-bhūta</s1>s or grosser elements are produced <ab>cf.</ab> <ls>RTL. p. 31</ls> and <ls n="RTL. p.">33</ls>), <ls>Yājñ. iii, 179</ls>; <ls>MBh. i</ls>, <ls n="MBh.">xiii</ls>; <ls>Sāṃkhyak.</ls>; <ls>KapS.</ls> &c.<info lex="inh"/>	¦ a rudimentary or subtle element (5 in number, <ab>viz.</ab> <s>Sabda-</s>, <s>sparSa-</s>, <s>rUpa-</s>, <s>rasa-</s>, <s>ganDa-</s>, from which the 5 <s1 slp1="mahA-BUta">Mahā-bhūta</s1>s or grosser elements are produced, <ab>cf.</ab> <ls>RTL. p. 31</ls> and <ls n="RTL. p.">33</ls>), <ls>Yājñ. iii, 179</ls>; <ls>MBh. i</ls>, <ls n="MBh.">xiii</ls>; <ls>Sāṃkhyak.</ls>; <ls>KapS.</ls> &c.<info lex="inh"/>
mw	82389	435	3	tanUnapAt	ta/nU—na/pAt	278662	batch_20240623	2024-06-23	human	new	text	<s>ta/nU—na/pAt</s> ¦ <lex>m.</lex> (<s>ta/nU-</s>) ‘son of himself, self-generated (as in lightning or by the attrition of the <s1 slp1="araRi">Araṇi</s1>s <ab>cf.</ab> <ls>Nir. viii, 5</ls>)’, a sacred <ab>N.</ab> of Fire (chiefly used in some verses of the <s1 slp1="AprI">Āprī</s1> hymns), <ls>RV.</ls> (<ab>acc.</ab> <s>°pAtam</s>, <ls n="RV.">x, 92, 2</ls>), <ls>AV. v, 27, 1</ls>; <ls>VS. v, 5</ls> (<ab>dat.</ab> <s>°ptre</s>; = <ls>TS. i, 2, 10, 2</ls>), <ls>AitBr. ii, 4</ls>; <ls>ŚBr. i, 5, 3</ls>; <ls n="ŚBr.">iii</ls> (<ab>gen.</ab> <s>°ptur</s>, <ls n="ŚBr. iii,">4, 2, 5</ls> <ab>irr.</ab> <ab>nom.</ab> <s>°ptA</s> [only etymological <ab>cf.</ab> <ls n="ŚBr. iii,">4, 2, 5</ls>] <ls n="ŚBr. iii,">4, 2, 11</ls>), <ls>Hit.</ls><info lex="m"/>	<s>ta/nU—na/pAt</s> ¦ <lex>m.</lex> (<s>ta/nU-</s>) ‘son of himself, self-generated (as in lightning or by the attrition of the <s1 slp1="araRi">Araṇi</s1>s, <ab>cf.</ab> <ls>Nir. viii, 5</ls>)’, a sacred <ab>N.</ab> of Fire (chiefly used in some verses of the <s1 slp1="AprI">Āprī</s1> hymns), <ls>RV.</ls> (<ab>acc.</ab> <s>°pAtam</s>, <ls n="RV.">x, 92, 2</ls>), <ls>AV. v, 27, 1</ls>; <ls>VS. v, 5</ls> (<ab>dat.</ab> <s>°ptre</s>; = <ls>TS. i, 2, 10, 2</ls>), <ls>AitBr. ii, 4</ls>; <ls>ŚBr. i, 5, 3</ls>; <ls n="ŚBr.">iii</ls> (<ab>gen.</ab> <s>°ptur</s>, <ls n="ŚBr. iii,">4, 2, 5</ls> <ab>irr.</ab> <ab>nom.</ab> <s>°ptA</s> [only etymological, <ab>cf.</ab> <ls n="ŚBr. iii,">4, 2, 5</ls>] <ls n="ŚBr. iii,">4, 2, 11</ls>), <ls>Hit.</ls><info lex="m"/>
mw	82490	436	2	tantra	ta/ntra	278989	batch_20240623	2024-06-23	human	new	text	¦ a drug (<ab>esp.</ab> one of specific faculties), chief remedy <ab>cf.</ab> <s>°trA<srs/>vApa</s><info lex="inh"/>	¦ a drug (<ab>esp.</ab> one of specific faculties), chief remedy, <ab>cf.</ab> <s>°trA<srs/>vApa</s><info lex="inh"/>
mw	82897	438	1	tamas	ta/mas	280297	batch_20240623	2024-06-23	human	new	text	¦ mental darkness, ignorance, illusion, error (in <s1 slp1="sAMKya">Sāṃkhya</s1> <ab>phil.</ab> one of the 5 forms of <s>a-vidyA</s>, <ls>MBh. xiv, 1019</ls>; <ls>Sāṃkhyak.</ls> &c.; one of the 3 qualities or constituents of everything in creation [the cause of heaviness, ignorance, illusion, lust, anger, pride, sorrow, dulness, and stolidity; sin, <ls>L.</ls>; sorrow, <ls>Kir. iii</ls>; See <s>guRa</s> and <ab>cf.</ab> <ls>RTL. p. 45</ls>] <ls>Mn. xii, 24 f.</ls> and <ls n="Mn. xii,">38</ls>; <ls>Sāṃkhyak.</ls> &c.), <ls>RV. v, 31, 9</ls>; <ls>R. ii</ls>; <ls>Śak.</ls>; <ls>Rājat. v, 144</ls><info lex="inh"/>	¦ mental darkness, ignorance, illusion, error (in <s1 slp1="sAMKya">Sāṃkhya</s1> <ab>phil.</ab> one of the 5 forms of <s>a-vidyA</s>, <ls>MBh. xiv, 1019</ls>; <ls>Sāṃkhyak.</ls> &c.; one of the 3 qualities or constituents of everything in creation [the cause of heaviness, ignorance, illusion, lust, anger, pride, sorrow, dulness, and stolidity; sin, <ls>L.</ls>; sorrow, <ls>Kir. iii</ls>; see <s>guRa</s> & <ab>cf.</ab> <ls>RTL. p. 45</ls>] <ls>Mn. xii, 24 f.</ls> and <ls n="Mn. xii,">38</ls>; <ls>Sāṃkhyak.</ls> &c.), <ls>RV. v, 31, 9</ls>; <ls>R. ii</ls>; <ls>Śak.</ls>; <ls>Rājat. v, 144</ls><info lex="inh"/>
mw	83297	439	3	taruRa	ta/ruRa	281592	batch_20240623	2024-06-23	human	new	text	¦ new, fresh, just risen (the sun <ab>cf.</ab> <s>bAlA<srs/>ditya</s>), just begun (heat or a disease), <ls>MBh.</ls>; <ls>R.</ls>; <ls>Kum. iii, 54</ls>; <ls>Suśr.</ls><info lex="inh"/>	¦ new, fresh, just risen (the sun, <ab>cf.</ab> <s>bAlA<srs/>ditya</s>), just begun (heat or a disease), <ls>MBh.</ls>; <ls>R.</ls>; <ls>Kum. iii, 54</ls>; <ls>Suśr.</ls><info lex="inh"/>
mw	87924	459	2	triparva	tri—parva	296625	batch_20240623	2024-06-23	human	new	text	<s>tri—parva</s> ¦ <lex>mfn.</lex> consisting of 3 parts (an arrow <ab>cf.</ab> <s>-kARqa</s>), <ls>Hariv. 12238.</ls><info lex="m:f:n"/>	<s>tri—parva</s> ¦ <lex>mfn.</lex> consisting of 3 parts (an arrow, <ab>cf.</ab> <s>-kARqa</s>), <ls>Hariv. 12238.</ls><info lex="m:f:n"/>
mw	89389.26	465	2	dakziRA	da/kziRA	301404	batch_20240623	2024-06-23	human	new	text	¦ a fee or present to the officiating priest (consisting originally of a cow <ab>cf.</ab> <ls>KātyŚr. xv</ls>; <ls>Lāṭy. viii, 1, 2</ls>), <ls>RV.</ls> &c.<info lex="inh"/>	¦ a fee or present to the officiating priest (consisting originally of a cow, <ab>cf.</ab> <ls>KātyŚr. xv</ls>; <ls>Lāṭy. viii, 1, 2</ls>), <ls>RV.</ls> &c.<info lex="inh"/>
mw	91370	474	3	dAna	dAna/	308263	batch_20240623	2024-06-23	human	new	text	<s>dAna/</s> ¦ <lex>m.</lex> (only in <ls>RV.</ls> but <ab>cf.</ab> <s>vasu-</s>) distribution of food or of a sacrificial meal<info lex="m"/>	<s>dAna/</s> ¦ <lex>m.</lex> (only in <ls>RV.</ls>, but <ab>cf.</ab> <s>vasu-</s>) distribution of food or of a sacrificial meal<info lex="m"/>
mw	91398	474	3	dAya	dAya/	308347	batch_20240623	2024-06-23	human	new	text	¦ division, part (<ab>ifc.</ab> = fold <ab>cf.</ab> <s>Sata/-</s>)<info lex="inh"/>	¦ division, part (<ab>ifc.</ab> = fold, <ab>cf.</ab> <s>Sata/-</s>)<info lex="inh"/>
mw	91755	476	1	dAruRa	dAruRa/,dA/ruRa	309488	batch_20240623	2024-06-23	human	new	text	¦ (in <ab>comp.</ab> or <s>°am</s> before a <ab>vb.</ab> to express excellence or superiority <ab>cf.</ab> <ab>g.</ab> <s>kAzWA<srs/>di</s>)<info lex="inh"/>	¦ (in <ab>comp.</ab> or <s>°am</s> before a <ab>vb.</ab> to express excellence or superiority, <ab>cf.</ab> <ab>g.</ab> <s>kAzWA<srs/>di</s>)<info lex="inh"/>
mw	92004	477	2	dAha	dAha	310276	batch_20240623	2024-06-23	human	new	text	¦ glowing, redness (of the sky <ab>cf.</ab> <s>dig-</s>), <ls>Mn.</ls>; <ls>MBh.</ls>; <ls>VarBṛS.</ls> &c.<info lex="inh"/>	¦ glowing, redness (of the sky, <ab>cf.</ab> <s>dig-</s>), <ls>Mn.</ls>; <ls>MBh.</ls>; <ls>VarBṛS.</ls> &c.<info lex="inh"/>
